customer_id,senior_citizen,partner,dependents,tenure_months,contract,internet_service,online_security,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
C100584,0,Yes,No,10,Month-to-month,Fiber optic,No,No,Yes,Credit card,78.34,785.19,No
C100585,0,No,No,62,Two year,Fiber optic,No,Yes,No,Bank transfer,80.36,4612.91,No
C100586,0,Yes,Yes,59,Two year,DSL,No,No,Yes,Electronic check,41.72,2248.39,No
C100587,0,Yes,Yes,53,Two year,DSL,Yes,Yes,Yes,Mailed check,58.97,3101.69,No
C100588,0,No,No,46,One year,Fiber optic,No,No,Yes,Credit card,98.7,4696.21,No
C100589,0,Yes,No,35,One year,Fiber optic,No,No,Yes,Electronic check,79.96,2906.19,No
C100590,0,No,No,32,One year,Fiber optic,No,No,Yes,Mailed check,80.77,2453.25,No
C100591,0,Yes,No,58,One year,DSL,Yes,No,Yes,Electronic check,43.84,2519.11,No
C100592,0,Yes,No,45,Two year,DSL,No,Yes,Yes,Mailed check,46.15,2098.24,No
C100593,0,Yes,No,35,One year,Fiber optic,Yes,No,No,Mailed check,76.19,2710.58,No
C100594,0,Yes,No,1,Month-to-month,Fiber optic,No,Yes,No,Electronic check,75.65,74.79,Yes
C100595,0,Yes,Yes,3,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,56.1,165.14,Yes
C100596,0,Yes,No,1,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,73.45,75.05,No
C100597,0,No,No,35,One year,DSL,Yes,Yes,No,Mailed check,44.11,1596.24,No
C100598,0,No,Yes,20,One year,Fiber optic,No,Yes,Yes,Bank transfer,86.1,1764.8,No
C100599,1,No,No,26,Month-to-month,DSL,No,Yes,Yes,Bank transfer,27.1,662.16,No
C100600,1,Yes,No,31,Two year,DSL,No,Yes,Yes,Mailed check,65.52,1828.9,No
C100601,1,No,No,45,One year,Fiber optic,No,Yes,Yes,Electronic check,80.71,3586.5,No
C100602,0,Yes,No,6,Month-to-month,Fiber optic,No,No,Yes,Credit card,79.69,467.15,Yes
C100603,0,Yes,No,2,Month-to-month,DSL,No,No,No,Mailed check,52.83,106.59,No
C100604,0,Yes,No,9,Month-to-month,No,No,No,No,Mailed check,20.83,180.02,Yes
C100605,0,No,No,3,Month-to-month,DSL,No,No,Yes,Electronic check,51.0,141.5,No
C100606,0,No,Yes,1,Month-to-month,DSL,Yes,Yes,Yes,Bank transfer,43.55,43.16,No
C100607,0,No,No,44,Month-to-month,Fiber optic,Yes,Yes,Yes,Bank transfer,70.04,3044.45,No
C100608,0,Yes,No,52,Two year,DSL,No,Yes,No,Bank transfer,49.74,2529.61,No
C100609,0,No,No,14,Month-to-month,DSL,Yes,No,Yes,Mailed check,57.2,745.72,No
C100610,0,No,Yes,5,Two year,Fiber optic,Yes,No,Yes,Mailed check,78.73,357.08,No
C100611,0,Yes,No,44,One year,DSL,No,Yes,Yes,Credit card,61.71,2634.78,No
C100612,0,No,No,67,Two year,Fiber optic,No,No,Yes,Credit card,88.05,5886.71,Yes
C100613,0,Yes,No,6,Month-to-month,DSL,Yes,No,Yes,Bank transfer,57.24,329.15,No
C100614,0,No,Yes,1,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,71.87,67.29,No
C100615,0,Yes,No,64,One year,DSL,No,No,No,Credit card,64.89,3984.72,No
C100616,0,No,No,1,Month-to-month,Fiber optic,Yes,No,No,Electronic check,68.09,66.55,No
C100617,0,No,Yes,25,Month-to-month,No,No,Yes,No,Electronic check,36.74,908.49,No
C100618,0,Yes,No,11,One year,Fiber optic,No,Yes,Yes,Bank transfer,88.06,982.45,No
C100619,0,Yes,No,29,One year,No,Yes,No,Yes,Bank transfer,40.44,1108.41,No
C100620,0,No,Yes,29,Month-to-month,Fiber optic,No,No,Yes,Mailed check,87.09,2602.99,No
C100621,0,No,Yes,1,Month-to-month,DSL,No,No,No,Credit card,61.17,61.41,No
C100622,0,No,No,36,Two year,Fiber optic,No,Yes,Yes,Bank transfer,67.76,2541.48,No
C100623,0,No,Yes,1,Month-to-month,Fiber optic,No,No,No,Electronic check,51.87,49.45,Yes
C100624,0,Yes,Yes,45,One year,DSL,No,Yes,No,Mailed check,62.97,2871.28,No
C100625,0,No,No,12,Month-to-month,Fiber optic,Yes,Yes,No,Bank transfer,85.77,943.69,No
C100626,0,No,Yes,61,Two year,DSL,No,No,No,Credit card,43.97,2614.77,No
C100627,0,No,No,5,Month-to-month,No,No,No,Yes,Bank transfer,37.89,171.34,No
C100628,0,No,No,21,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,68.59,1484.8,No
C100629,0,Yes,Yes,20,Month-to-month,DSL,Yes,No,Yes,Electronic check,52.51,985.56,No
C100630,0,Yes,No,17,One year,DSL,Yes,Yes,No,Credit card,58.27,914.08,No
C100631,0,No,No,72,Two year,Fiber optic,No,Yes,Yes,Credit card,63.92,4654.41,No
C100632,0,No,Yes,1,Month-to-month,No,No,No,Yes,Mailed check,27.43,27.71,Yes
C100633,0,Yes,No,20,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,96.72,1953.92,No
C100634,0,No,Yes,52,One year,Fiber optic,Yes,No,Yes,Bank transfer,65.4,3132.7,No
C100635,0,Yes,No,26,One year,Fiber optic,No,No,Yes,Bank transfer,57.07,1541.2,No
C100636,0,No,No,12,Month-to-month,DSL,No,No,No,Electronic check,34.13,407.03,Yes
C100637,0,No,Yes,35,One year,Fiber optic,Yes,No,No,Mailed check,72.14,2322.98,No
C100638,0,No,No,1,Month-to-month,Fiber optic,Yes,Yes,No,Credit card,88.52,81.23,Yes
C100639,1,No,No,45,Two year,Fiber optic,No,No,Yes,Mailed check,79.64,3327.39,No
C100640,0,No,No,11,Month-to-month,DSL,No,No,Yes,Electronic check,63.85,692.94,Yes
C100641,0,Yes,No,38,One year,DSL,Yes,Yes,No,Electronic check,56.92,2252.73,No
C100642,0,No,Yes,37,One year,DSL,Yes,No,Yes,Electronic check,80.85,2929.08,No
C100643,0,Yes,No,1,One year,DSL,No,No,Yes,Bank transfer,30.94,28.54,No
C100644,0,No,Yes,10,Month-to-month,DSL,No,No,Yes,Mailed check,66.59,654.68,No
C100645,0,Yes,Yes,31,One year,DSL,Yes,No,Yes,Bank transfer,66.66,1980.24,No
C100646,0,No,Yes,33,One year,Fiber optic,Yes,Yes,No,Electronic check,91.21,2978.73,No
C100647,0,No,No,33,Month-to-month,No,No,No,Yes,Credit card,28.72,934.77,Yes
C100648,0,No,No,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Mailed check,80.28,79.67,Yes
C100649,0,Yes,No,33,Two year,Fiber optic,No,Yes,Yes,Credit card,79.95,2709.07,No
C100650,0,No,No,34,One year,Fiber optic,No,No,Yes,Bank transfer,62.54,2068.83,No
C100651,0,Yes,No,15,Month-to-month,Fiber optic,No,Yes,No,Mailed check,91.63,1407.31,No
C100652,0,Yes,No,47,One year,DSL,Yes,No,Yes,Credit card,56.59,2640.42,No
C100653,0,No,No,23,Month-to-month,Fiber optic,No,Yes,No,Electronic check,82.46,1973.46,Yes
C100654,0,No,No,16,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,69.24,1025.06,Yes
C100655,0,No,No,43,Two year,Fiber optic,Yes,No,No,Mailed check,84.0,3358.64,No
C100656,0,No,Yes,17,Month-to-month,No,No,No,Yes,Electronic check,55.82,889.34,No
C100657,0,Yes,No,8,Month-to-month,Fiber optic,No,No,No,Electronic check,92.42,724.62,Yes
C100658,0,Yes,No,23,Month-to-month,No,No,No,No,Electronic check,26.32,565.14,Yes
C100659,0,Yes,No,9,Month-to-month,DSL,No,No,Yes,Electronic check,44.03,404.06,No
C100660,0,No,No,6,Month-to-month,No,Yes,No,No,Electronic check,36.19,200.26,Yes
C100661,1,No,No,14,Month-to-month,Fiber optic,No,No,Yes,Mailed check,82.07,1127.48,Yes
C100662,0,Yes,Yes,29,Month-to-month,Fiber optic,No,Yes,No,Mailed check,97.48,2667.7,No
C100663,0,Yes,No,13,Month-to-month,Fiber optic,No,No,No,Mailed check,78.16,1011.87,Yes
C100664,0,Yes,No,4,Month-to-month,DSL,Yes,No,Yes,Bank transfer,60.49,237.18,No
C100665,0,No,No,2,Month-to-month,DSL,Yes,No,No,Electronic check,32.7,67.87,Yes
C100666,0,Yes,No,31,One year,No,No,No,Yes,Electronic check,23.72,680.45,No
C100667,0,No,No,58,Two year,Fiber optic,No,Yes,No,Electronic check,79.5,4260.02,No
C100668,0,Yes,Yes,17,Month-to-month,No,No,No,No,Credit card,28.92,479.67,No
C100669,0,Yes,Yes,58,One year,DSL,No,Yes,No,Electronic check,63.64,3611.44,No
C100670,0,No,No,42,Month-to-month,Fiber optic,No,No,No,Bank transfer,57.47,2433.1,Yes
C100671,1,Yes,No,48,Month-to-month,Fiber optic,No,No,Yes,Mailed check,87.27,3966.15,Yes
C100672,0,No,Yes,31,Month-to-month,DSL,No,No,Yes,Electronic check,64.83,2076.58,No
C100673,0,No,No,48,Two year,Fiber optic,No,No,No,Credit card,83.91,4207.66,Yes
C100674,0,No,No,5,Month-to-month,Fiber optic,No,No,Yes,Mailed check,87.56,439.39,Yes
C100675,0,No,No,46,Two year,Fiber optic,No,No,Yes,Mailed check,94.67,4561.56,No
C100676,0,No,Yes,1,Month-to-month,DSL,No,No,No,Bank transfer,46.9,44.47,No
C100677,1,Yes,No,1,One year,Fiber optic,Yes,No,No,Electronic check,73.42,73.43,Yes
C100678,0,No,No,72,Two year,Fiber optic,No,No,Yes,Mailed check,72.07,5243.52,No
C100679,0,Yes,No,72,Two year,No,No,No,Yes,Electronic check,40.6,2897.01,No
C100680,0,No,No,29,Month-to-month,No,No,No,No,Credit card,18.0,545.55,No
C100681,0,Yes,Yes,1,Month-to-month,No,No,No,No,Mailed check,18.01,18.34,No
C100682,0,No,Yes,1,Month-to-month,No,Yes,No,Yes,Credit card,18.0,17.52,No
C100683,0,Yes,No,64,One year,Fiber optic,No,Yes,Yes,Credit card,65.97,4267.22,No
C100684,1,Yes,Yes,1,Month-to-month,DSL,No,No,Yes,Mailed check,62.47,57.52,Yes
C100685,0,No,No,5,Month-to-month,Fiber optic,No,No,No,Bank transfer,79.3,402.4,Yes
C100686,0,No,No,60,Two year,DSL,Yes,Yes,No,Electronic check,33.37,2029.77,No
C100687,0,No,Yes,1,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,97.6,98.41,Yes
C100688,1,Yes,Yes,1,Month-to-month,DSL,Yes,Yes,Yes,Electronic check,56.8,58.12,No
C100689,0,No,No,25,Two year,Fiber optic,No,Yes,Yes,Credit card,76.85,1849.99,No
C100690,0,No,Yes,21,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,76.65,1472.17,Yes
C100691,0,Yes,No,42,Month-to-month,DSL,No,Yes,Yes,Credit card,33.16,1408.64,No
C100692,1,No,Yes,21,Month-to-month,No,No,No,Yes,Electronic check,28.44,620.58,Yes
C100693,0,No,Yes,32,Month-to-month,DSL,No,Yes,Yes,Electronic check,68.95,2201.41,Yes
C100694,0,No,No,20,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,102.7,1907.66,Yes
C100695,0,Yes,No,17,One year,DSL,Yes,No,Yes,Bank transfer,52.69,938.7,No
C100696,1,No,Yes,52,Two year,DSL,No,No,No,Electronic check,37.55,1871.03,No
C100697,0,Yes,Yes,48,One year,Fiber optic,No,Yes,Yes,Electronic check,62.69,3002.2,No
C100698,1,No,Yes,39,One year,DSL,Yes,No,Yes,Mailed check,59.85,2385.87,Yes
C100699,0,Yes,No,32,Month-to-month,DSL,No,No,No,Mailed check,57.47,1761.64,No
C100700,0,Yes,No,35,One year,No,No,No,Yes,Bank transfer,21.84,751.32,No
C100701,0,No,No,3,One year,DSL,No,Yes,Yes,Credit card,70.5,213.44,Yes
C100702,0,No,No,42,One year,No,No,No,No,Electronic check,18.0,710.09,No
C100703,1,No,No,51,Two year,Fiber optic,No,No,Yes,Mailed check,77.41,3680.48,Yes
C100704,0,Yes,No,45,One year,Fiber optic,No,Yes,No,Credit card,78.47,3361.35,No
C100705,1,Yes,No,1,Month-to-month,DSL,No,Yes,Yes,Electronic check,53.76,55.3,No
C100706,0,No,No,63,One year,No,No,No,No,Mailed check,37.57,2166.6,No
C100707,0,No,No,34,Month-to-month,DSL,No,No,Yes,Mailed check,62.06,2098.43,Yes
C100708,0,Yes,No,29,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,80.32,2257.77,No
C100709,0,Yes,Yes,20,One year,Fiber optic,Yes,No,Yes,Bank transfer,78.77,1445.49,No
C100710,0,No,No,34,Two year,Fiber optic,Yes,No,No,Mailed check,83.87,2952.52,No
C100711,0,No,Yes,23,Month-to-month,DSL,No,Yes,No,Electronic check,36.55,867.89,No
C100712,0,No,No,31,Month-to-month,Fiber optic,No,No,No,Bank transfer,59.69,1855.11,Yes
C100713,0,No,Yes,47,One year,DSL,Yes,No,No,Credit card,56.98,2619.43,No
C100714,1,Yes,No,30,Month-to-month,Fiber optic,Yes,Yes,No,Mailed check,84.16,2628.89,No
C100715,0,No,No,8,Month-to-month,Fiber optic,Yes,No,No,Mailed check,56.48,459.0,Yes
C100716,0,No,No,19,Month-to-month,DSL,No,No,No,Electronic check,60.66,1195.34,Yes
C100717,0,Yes,Yes,1,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,64.51,62.06,Yes
C100718,0,No,No,18,One year,DSL,No,No,Yes,Electronic check,33.2,601.86,No
C100719,0,No,No,26,One year,Fiber optic,No,No,No,Mailed check,96.06,2439.42,No
C100720,0,No,No,6,Month-to-month,DSL,No,No,Yes,Electronic check,64.05,374.54,Yes
C100721,0,Yes,Yes,67,Two year,DSL,No,Yes,Yes,Mailed check,81.82,4941.82,No
C100722,0,Yes,No,56,Two year,DSL,Yes,Yes,No,Bank transfer,63.08,3287.7,No
C100723,1,Yes,Yes,21,Month-to-month,No,Yes,No,No,Electronic check,24.71,511.69,Yes
C100724,1,No,No,1,Month-to-month,No,Yes,No,No,Bank transfer,57.64,54.84,Yes
C100725,0,Yes,No,1,Month-to-month,Fiber optic,No,Yes,No,Electronic check,74.34,69.1,Yes
C100726,0,No,No,58,Two year,Fiber optic,No,No,Yes,Electronic check,76.3,4221.95,Yes
C100727,0,Yes,No,36,Two year,Fiber optic,No,No,Yes,Electronic check,69.6,2320.9,No
C100728,0,No,No,38,Month-to-month,DSL,No,No,Yes,Credit card,60.08,2173.35,Yes
C100729,0,No,No,12,Month-to-month,No,No,No,Yes,Credit card,33.8,376.09,No
C100730,1,Yes,Yes,19,Month-to-month,DSL,No,Yes,Yes,Electronic check,56.15,1117.86,Yes
C100731,0,No,Yes,1,Month-to-month,Fiber optic,No,No,No,Electronic check,74.02,67.49,Yes
C100732,0,No,No,49,Two year,No,No,No,Yes,Electronic check,39.16,1938.18,No
C100733,0,Yes,Yes,9,Month-to-month,DSL,No,Yes,No,Mailed check,51.7,430.53,Yes
C100734,0,No,No,19,Month-to-month,No,No,No,No,Electronic check,26.68,524.41,No
C100735,0,No,No,18,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,84.22,1589.17,Yes
C100736,0,No,Yes,5,Month-to-month,DSL,Yes,No,Yes,Bank transfer,51.18,258.73,Yes
C100737,0,Yes,Yes,32,One year,Fiber optic,No,Yes,Yes,Mailed check,92.33,2839.06,No
C100738,1,Yes,No,1,Month-to-month,DSL,Yes,No,Yes,Electronic check,34.08,34.6,No
C100739,1,No,No,31,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,82.72,2449.49,Yes
C100740,0,No,Yes,33,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,75.3,2336.83,Yes
C100741,0,No,No,38,Two year,Fiber optic,Yes,Yes,Yes,Electronic check,87.13,3294.99,No
C100742,0,Yes,Yes,38,One year,DSL,Yes,Yes,Yes,Credit card,42.85,1514.83,No
C100743,0,Yes,No,28,Month-to-month,DSL,No,No,No,Bank transfer,48.39,1350.7,No
C100744,1,No,No,54,Two year,DSL,Yes,No,Yes,Mailed check,60.58,3203.7,No
C100745,0,Yes,No,21,Month-to-month,Fiber optic,Yes,No,Yes,Mailed check,89.9,1975.79,No
C100746,0,Yes,No,17,One year,Fiber optic,Yes,Yes,No,Credit card,81.79,1447.79,Yes
C100747,0,No,No,15,Month-to-month,Fiber optic,No,Yes,Yes,Bank transfer,69.99,1050.91,Yes
C100748,0,Yes,No,38,Two year,Fiber optic,Yes,No,No,Credit card,64.2,2300.73,No
C100749,0,No,No,1,Month-to-month,No,No,No,No,Credit card,38.82,37.49,Yes
C100750,0,Yes,Yes,22,Month-to-month,Fiber optic,No,No,No,Bank transfer,80.02,1721.79,Yes
C100751,0,No,No,40,One year,DSL,No,Yes,No,Credit card,47.95,1800.56,No
C100752,1,Yes,No,44,Month-to-month,DSL,No,Yes,Yes,Credit card,65.64,2867.88,Yes
C100753,0,No,No,26,Month-to-month,Fiber optic,Yes,Yes,Yes,Electronic check,87.3,2102.52,No
C100754,0,Yes,No,6,Month-to-month,Fiber optic,No,No,No,Bank transfer,89.29,522.71,No
C100755,0,Yes,Yes,24,Month-to-month,DSL,No,No,Yes,Credit card,63.48,1502.08,No
C100756,0,No,Yes,34,Month-to-month,Fiber optic,No,No,No,Credit card,77.4,2454.71,No
C100757,0,No,No,1,Month-to-month,No,Yes,No,Yes,Bank transfer,27.86,26.12,Yes
C100758,0,Yes,Yes,14,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,70.01,1021.21,No
C100759,0,No,No,24,Month-to-month,DSL,Yes,Yes,Yes,Credit card,55.49,1365.35,No
C100760,0,No,No,24,Month-to-month,No,No,No,No,Mailed check,18.0,398.9,No
C100761,0,No,No,27,One year,Fiber optic,No,No,No,Electronic check,83.72,2156.73,Yes
C100762,0,Yes,No,15,Month-to-month,DSL,No,No,No,Mailed check,55.41,847.92,No
C100763,1,No,No,9,Month-to-month,DSL,Yes,No,Yes,Credit card,56.67,463.83,Yes
C100764,0,No,Yes,42,Month-to-month,No,No,No,No,Electronic check,23.02,1008.08,No
C100765,0,No,No,46,One year,DSL,No,Yes,Yes,Electronic check,59.79,2755.9,Yes
C100766,0,No,No,22,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,84.62,1703.74,Yes
C100767,0,Yes,Yes,6,Month-to-month,DSL,No,Yes,No,Electronic check,59.43,372.96,No
C100768,0,Yes,Yes,55,One year,Fiber optic,No,Yes,Yes,Electronic check,85.38,4452.15,Yes
C100769,1,Yes,Yes,29,Month-to-month,DSL,Yes,No,No,Electronic check,60.67,1771.71,No
C100770,1,Yes,No,14,Two year,Fiber optic,No,Yes,Yes,Electronic check,86.53,1123.91,No
C100771,0,No,Yes,47,Two year,DSL,No,No,No,Electronic check,69.31,3030.27,No
C100772,1,No,No,35,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,87.86,3171.12,No
C100773,0,Yes,No,53,One year,Fiber optic,No,No,Yes,Bank transfer,80.36,4323.12,No
C100774,0,Yes,No,1,Month-to-month,Fiber optic,No,Yes,Yes,Mailed check,84.3,80.07,No
C100775,0,No,No,1,Month-to-month,DSL,No,Yes,Yes,Credit card,43.41,39.08,Yes
C100776,0,No,No,9,Month-to-month,No,No,Yes,Yes,Electronic check,29.74,246.05,No
C100777,0,No,Yes,39,One year,No,No,Yes,No,Credit card,41.52,1661.97,No
C100778,1,No,No,23,Two year,Fiber optic,Yes,Yes,No,Electronic check,94.08,2270.14,No
C100779,0,No,No,2,Month-to-month,Fiber optic,No,Yes,No,Bank transfer,89.2,164.84,Yes
C100780,0,Yes,No,36,One year,DSL,Yes,No,No,Electronic check,73.08,2522.68,No
C100781,0,No,No,17,Month-to-month,DSL,Yes,Yes,No,Bank transfer,46.1,803.05,No
C100782,0,Yes,Yes,1,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,92.44,92.98,Yes
C100783,0,Yes,Yes,56,Two year,DSL,No,Yes,No,Credit card,28.69,1459.68,No
C100784,0,Yes,Yes,65,One year,No,Yes,Yes,Yes,Electronic check,30.51,2026.53,No
C100785,0,Yes,Yes,1,Month-to-month,Fiber optic,No,Yes,No,Electronic check,71.92,69.49,No
C100786,0,Yes,No,42,Two year,DSL,No,No,Yes,Bank transfer,75.31,3011.4,No
C100787,0,Yes,No,1,Month-to-month,Fiber optic,No,No,No,Bank transfer,93.92,90.46,No
C100788,0,No,No,10,Month-to-month,DSL,No,Yes,Yes,Mailed check,46.66,440.89,No
C100789,1,Yes,Yes,27,Month-to-month,No,Yes,No,No,Mailed check,23.48,620.67,Yes
C100790,0,No,No,51,Two year,Fiber optic,No,Yes,No,Mailed check,95.37,5034.58,No
C100791,0,Yes,No,1,Month-to-month,Fiber optic,No,No,Yes,Credit card,77.91,71.04,Yes
C100792,0,Yes,No,65,Two year,DSL,No,No,Yes,Electronic check,42.69,2762.05,No
C100793,1,No,No,37,One year,Fiber optic,No,No,Yes,Bank transfer,72.68,2681.91,No
C100794,0,Yes,Yes,22,Month-to-month,Fiber optic,Yes,No,Yes,Credit card,81.65,1787.81,No
C100795,0,Yes,No,36,One year,Fiber optic,No,No,No,Electronic check,87.38,3172.71,Yes
C100796,0,No,No,1,Month-to-month,DSL,No,Yes,No,Bank transfer,42.95,40.17,Yes
C100797,0,Yes,Yes,46,One year,Fiber optic,No,No,No,Credit card,75.15,3301.68,No
C100798,0,No,Yes,47,One year,No,No,Yes,Yes,Electronic check,32.53,1450.89,No
C100799,0,No,No,25,One year,Fiber optic,Yes,No,No,Mailed check,92.78,2241.7,No
C100800,0,No,No,49,Two year,No,Yes,No,No,Mailed check,25.82,1305.4,No
C100801,0,No,Yes,21,Month-to-month,Fiber optic,No,Yes,Yes,Credit card,88.52,1680.51,Yes
C100802,1,Yes,No,38,Two year,No,Yes,No,Yes,Credit card,18.0,667.03,No
C100803,0,No,Yes,20,Month-to-month,DSL,Yes,No,Yes,Credit card,66.89,1258.49,No
C100804,0,Yes,No,38,One year,Fiber optic,Yes,No,No,Mailed check,101.16,3469.45,No
C100805,1,No,No,41,Two year,Fiber optic,Yes,Yes,Yes,Credit card,64.31,2625.76,No
C100806,0,No,Yes,30,Two year,Fiber optic,No,No,No,Mailed check,80.79,2341.44,No
C100807,0,No,No,39,Month-to-month,No,No,Yes,No,Bank transfer,18.3,662.39,No
C100808,0,No,Yes,1,Month-to-month,DSL,Yes,No,Yes,Bank transfer,44.09,44.69,Yes
C100809,0,No,No,50,Two year,Fiber optic,No,Yes,Yes,Bank transfer,83.83,4313.77,No
C100810,1,No,No,64,Two year,DSL,No,No,Yes,Electronic check,46.75,2944.03,No
C100811,0,Yes,Yes,37,Month-to-month,No,Yes,No,Yes,Mailed check,18.0,618.07,No
C100812,0,No,Yes,69,Two year,Fiber optic,No,No,No,Electronic check,72.13,4593.42,No
C100813,1,Yes,No,1,Month-to-month,DSL,No,No,Yes,Credit card,67.27,64.63,Yes
C100814,1,Yes,No,38,Month-to-month,DSL,No,No,No,Mailed check,47.79,1727.93,No
C100815,0,Yes,No,44,One year,DSL,No,No,Yes,Credit card,52.1,2358.61,No
C100816,0,Yes,No,1,Month-to-month,DSL,No,Yes,Yes,Electronic check,57.72,56.35,No
C100817,0,No,No,6,Month-to-month,No,No,Yes,Yes,Bank transfer,36.0,218.44,No
C100818,0,Yes,No,1,Month-to-month,No,No,No,No,Credit card,18.0,17.71,No
C100819,0,No,Yes,19,Month-to-month,Fiber optic,Yes,No,No,Bank transfer,47.95,920.19,No
C100820,0,Yes,No,10,Month-to-month,Fiber optic,No,No,No,Credit card,110.92,1044.36,Yes
C100821,0,No,No,1,Month-to-month,Fiber optic,No,No,Yes,Credit card,100.67,104.06,Yes
C100822,1,Yes,No,63,One year,Fiber optic,No,No,Yes,Mailed check,89.63,5156.37,Yes
C100823,0,No,No,39,One year,No,No,No,No,Electronic check,31.74,1275.44,No
C100824,0,No,No,48,One year,DSL,No,Yes,Yes,Bank transfer,51.41,2306.39,No
C100825,0,Yes,No,6,Two year,DSL,No,Yes,Yes,Bank transfer,24.29,142.71,No
C100826,0,No,No,22,Month-to-month,Fiber optic,No,No,No,Electronic check,76.04,1532.74,No
C100827,0,Yes,No,43,Month-to-month,DSL,No,Yes,No,Electronic check,47.23,1890.92,Yes
C100828,0,Yes,No,12,Month-to-month,No,Yes,Yes,No,Mailed check,26.97,307.91,No
C100829,0,Yes,No,14,Month-to-month,DSL,No,No,Yes,Bank transfer,71.02,967.62,Yes
C100830,0,Yes,No,1,One year,No,Yes,No,No,Electronic check,31.43,28.74,No
C100831,1,Yes,No,26,Month-to-month,DSL,No,Yes,Yes,Credit card,68.78,1797.47,No
C100832,0,Yes,No,62,Month-to-month,DSL,Yes,No,No,Mailed check,48.88,3015.37,Yes
C100833,0,Yes,Yes,63,One year,Fiber optic,No,No,Yes,Credit card,46.2,2716.34,No
C100834,0,Yes,No,1,Month-to-month,Fiber optic,Yes,No,Yes,Bank transfer,102.33,103.63,No
C100835,0,Yes,No,29,Month-to-month,No,Yes,Yes,Yes,Credit card,26.4,712.33,No
C100836,0,No,No,27,One year,Fiber optic,No,No,No,Electronic check,82.34,2158.25,No
C100837,0,No,No,66,One year,No,No,No,Yes,Bank transfer,36.09,2269.82,No
C100838,0,No,Yes,38,Month-to-month,No,No,No,Yes,Mailed check,40.3,1567.44,No
C100839,0,No,No,35,One year,No,No,Yes,Yes,Electronic check,25.69,917.85,No
C100840,0,No,No,3,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,71.39,197.99,Yes
C100841,0,No,No,1,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,86.88,84.06,Yes
C100842,0,No,No,49,One year,DSL,No,No,Yes,Bank transfer,58.18,2781.49,No
C100843,1,No,No,14,Month-to-month,Fiber optic,No,No,No,Credit card,65.17,883.82,No
C100844,1,Yes,No,1,Month-to-month,Fiber optic,No,Yes,Yes,Electronic check,87.49,89.6,No
C100845,0,No,Yes,30,One year,DSL,No,No,Yes,Electronic check,49.7,1483.22,No
C100846,0,Yes,No,8,One year,No,No,Yes,Yes,Electronic check,26.13,200.32,No
C100847,0,Yes,Yes,7,Month-to-month,DSL,No,Yes,Yes,Mailed check,48.7,314.23,No
C100848,0,No,No,72,One year,DSL,No,No,No,Electronic check,56.53,3733.68,No
C100849,0,No,No,18,Month-to-month,DSL,No,Yes,Yes,Electronic check,31.72,535.94,No
C100850,1,No,Yes,72,Two year,DSL,Yes,Yes,Yes,Credit card,58.39,3854.41,No
C100851,0,No,No,39,Month-to-month,Fiber optic,No,No,No,Mailed check,90.85,3713.48,No
C100852,1,Yes,No,1,Month-to-month,Fiber optic,Yes,No,Yes,Electronic check,81.73,76.22,Yes
C100853,0,No,Yes,50,Month-to-month,Fiber optic,No,No,Yes,Bank transfer,61.53,3062.95,Yes
C100854,0,Yes,No,47,Two year,Fiber optic,No,No,Yes,Electronic check,64.68,2936.88,No
C100855,0,Yes,No,4,Month-to-month,No,No,No,No,Bank transfer,35.95,139.61,No
C100856,0,Yes,No,55,One year,Fiber optic,Yes,No,Yes,Credit card,82.1,4410.58,No
C100857,1,Yes,Yes,56,Two year,Fiber optic,Yes,Yes,Yes,Mailed check,84.43,4564.14,No
C100858,0,Yes,No,66,Two year,Fiber optic,No,Yes,Yes,Electronic check,92.76,5746.28,No
C100859,0,No,Yes,10,Month-to-month,No,No,No,Yes,Electronic check,22.72,231.48,No
C100860,0,No,No,36,Month-to-month,No,No,No,Yes,Credit card,18.0,678.8,No
C100861,0,No,No,23,One year,No,No,No,No,Bank transfer,18.0,412.9,No
C100862,0,Yes,No,36,One year,DSL,Yes,No,Yes,Credit card,56.88,1971.67,No
C100863,0,No,No,3,Month-to-month,No,No,No,Yes,Electronic check,19.83,57.95,Yes
