customer_id,signup_date,country,acquisition_channel
821,2023-10-16,Netherlands,Paid Search
822,2023-09-15,Germany,Paid Search
823,2023-12-14,Germany,Organic
824,2024-02-27,UK,Organic
825,2023-12-15,Spain,Paid Search
826,2024-04-12,UK,Paid Search
827,2024-02-19,Germany,Email
828,2023-12-15,Germany,Paid Search
829,2023-11-15,Spain,Referral
830,2023-11-17,Spain,Organic
831,2023-07-19,Germany,Paid Search
832,2023-02-23,France,Referral
833,2024-02-11,France,Email
834,2024-02-21,Netherlands,Paid Search
835,2024-03-09,Germany,Paid Search
836,2023-01-07,Netherlands,Email
837,2023-05-31,Austria,Organic
838,2023-09-18,France,Organic
839,2023-09-12,Germany,Paid Search
840,2024-03-13,Germany,Email
841,2023-08-09,Germany,Social
842,2023-05-18,Poland,Paid Search
843,2024-05-12,Austria,Referral
844,2024-04-24,Germany,Organic
845,2023-07-29,Poland,Email
846,2024-04-10,Germany,Organic
847,2024-02-23,UK,Social
848,2023-03-04,Netherlands,Paid Search
849,2023-07-08,France,Organic
850,2023-11-22,UK,Paid Search
851,2024-03-12,Netherlands,Email
852,2023-10-09,Germany,Paid Search
853,2023-07-08,Austria,Organic
854,2023-06-23,Germany,Organic
855,2024-01-30,Germany,Social
856,2023-08-08,Austria,Social
857,2024-05-07,France,Paid Search
858,2024-04-08,France,Organic
859,2024-02-15,Germany,Social
860,2023-12-25,Germany,Paid Search
861,2023-12-04,Germany,Organic
862,2024-04-07,France,Paid Search
863,2023-08-07,UK,Paid Search
864,2024-08-30,France,Referral
865,2024-07-16,Poland,Social
866,2023-01-22,Poland,Organic
867,2023-05-22,Germany,Email
868,2023-11-11,Austria,Organic
869,2024-03-22,Italy,Referral
870,2023-05-17,Poland,Paid Search
871,2024-03-07,Spain,Referral
872,2023-07-11,Germany,Email
873,2023-11-19,Germany,Email
874,2023-10-25,Poland,Organic
875,2023-06-17,UK,Email
876,2023-12-04,Poland,Social
877,2023-07-31,Spain,Paid Search
878,2023-05-12,Germany,Paid Search
879,2023-02-11,France,Social
880,2024-01-24,Austria,Referral
881,2023-11-06,Germany,Email
882,2023-11-18,Spain,Paid Search
883,2023-05-10,Austria,Social
884,2023-09-11,Germany,Organic
885,2023-11-11,Germany,Paid Search
886,2023-07-19,UK,Email
887,2024-06-07,Italy,Social
888,2024-01-07,UK,Email
889,2023-09-29,Germany,Paid Search
890,2023-11-30,Germany,Paid Search
891,2024-04-20,France,Social
892,2024-05-25,Germany,Organic
893,2024-04-28,Germany,Referral
894,2023-04-28,Italy,Referral
895,2023-05-28,Germany,Email
896,2023-04-23,Italy,Email
897,2024-01-06,Poland,Paid Search
898,2024-04-02,Netherlands,Paid Search
899,2023-08-10,Netherlands,Email
900,2023-08-06,Germany,Organic
901,2023-07-30,UK,Email
902,2023-05-05,France,Organic
903,2024-08-10,Germany,Email
904,2023-09-05,UK,Paid Search
905,2024-03-03,Germany,Email
906,2024-08-06,Germany,Paid Search
907,2024-06-21,Netherlands,Social
908,2023-04-27,France,Referral
909,2023-09-19,Germany,Paid Search
910,2023-12-01,Germany,Organic
911,2024-05-08,Germany,Organic
912,2023-10-27,UK,Social
913,2023-06-08,UK,Social
914,2023-09-04,Germany,Social
915,2023-01-21,Netherlands,Organic
916,2023-12-17,Austria,Organic
917,2024-02-10,UK,Email
918,2023-09-30,UK,Social
919,2024-03-26,Netherlands,Organic
920,2023-06-19,Poland,Organic
921,2024-02-17,Austria,Organic
922,2023-08-25,Germany,Email
923,2023-07-16,Germany,Social
924,2023-07-05,Germany,Social
925,2024-02-01,Spain,Social
926,2023-11-05,Germany,Email
927,2023-10-06,Poland,Paid Search
928,2024-01-16,Germany,Paid Search
929,2023-09-02,UK,Paid Search
930,2023-10-05,Germany,Referral
931,2024-05-25,France,Social
932,2023-05-15,France,Paid Search
933,2023-06-09,Spain,Email
934,2024-05-20,UK,Organic
935,2024-03-10,France,Paid Search
936,2023-08-12,Spain,Social
937,2023-07-14,Poland,Referral
938,2023-07-10,Italy,Organic
939,2024-03-22,Spain,Paid Search
940,2023-08-21,UK,Referral
941,2023-06-15,Poland,Social
942,2024-03-21,UK,Social
943,2023-04-26,Poland,Organic
944,2023-09-12,Italy,Organic
945,2024-05-03,Germany,Paid Search
946,2023-12-29,Germany,Organic
947,2024-10-09,Spain,Email
948,2023-09-18,Netherlands,Social
949,2023-09-23,UK,Email
950,2023-08-18,Austria,Organic
951,2024-01-02,UK,Paid Search
952,2023-11-05,France,Email
953,2023-12-29,UK,Organic
954,2023-06-16,Germany,Organic
955,2024-01-26,UK,Paid Search
956,2024-02-18,Poland,Organic
957,2023-11-07,Germany,Organic
958,2023-07-11,Italy,Paid Search
959,2024-06-06,Italy,Email
960,2024-03-13,Germany,Organic
961,2024-01-10,Italy,Social
962,2023-04-13,Spain,Social
963,2023-11-17,UK,Paid Search
964,2024-01-06,Germany,Paid Search
965,2023-07-17,Germany,Organic
966,2023-07-15,Netherlands,Organic
967,2024-02-29,Germany,Paid Search
968,2023-11-02,Germany,Referral
969,2023-07-01,Poland,Paid Search
970,2023-09-14,Spain,Paid Search
971,2023-04-08,Spain,Referral
972,2023-11-03,Austria,Email
973,2024-09-29,Germany,Email
974,2023-11-18,Germany,Paid Search
975,2024-01-04,Netherlands,Email
976,2023-10-04,France,Social
977,2023-06-01,Germany,Social
978,2023-09-26,Spain,Email
979,2023-09-18,Germany,Paid Search
980,2024-05-01,UK,Referral
981,2023-07-16,UK,Referral
982,2024-03-19,Netherlands,Social
983,2023-07-08,Germany,Organic
984,2024-01-11,Germany,Email
985,2023-04-22,Poland,Paid Search
986,2024-01-11,Poland,Social
987,2023-07-22,UK,Organic
988,2023-03-17,Germany,Email
989,2023-06-15,UK,Referral
990,2023-12-07,Germany,Organic
991,2023-11-21,Germany,Social
992,2023-03-17,Germany,Email
993,2023-12-20,Germany,Organic
994,2023-09-16,Germany,Organic
995,2023-06-22,Germany,Paid Search
996,2023-07-11,Italy,Email
997,2023-12-02,UK,Paid Search
998,2023-09-17,France,Organic
999,2023-06-26,Germany,Organic
1000,2023-08-08,Poland,Paid Search
1001,2023-06-23,Germany,Organic
1002,2023-07-29,Germany,Social
1003,2023-04-01,Netherlands,Organic
1004,2023-03-14,Spain,Email
1005,2023-06-29,Italy,Social
1006,2024-01-30,France,Email
1007,2023-10-05,France,Organic
1008,2023-12-16,Germany,Social
1009,2023-09-25,UK,Email
1010,2023-11-27,France,Paid Search
1011,2023-06-27,Germany,Organic
1012,2023-06-28,Germany,Organic
1013,2023-09-25,Austria,Social
1014,2024-04-30,Germany,Paid Search
1015,2023-05-24,Germany,Referral
1016,2023-07-19,Poland,Email
1017,2023-07-31,Spain,Social
1018,2024-08-11,UK,Referral
1019,2023-10-22,Netherlands,Social
1020,2023-10-07,Germany,Organic
1021,2023-07-28,Italy,Organic
1022,2023-01-11,Germany,Email
1023,2024-03-05,Austria,Paid Search
1024,2023-04-15,Germany,Referral
1025,2023-09-08,Netherlands,Organic
1026,2023-04-15,UK,Organic
1027,2024-03-05,Germany,Email
1028,2024-01-05,France,Email
1029,2023-03-16,Spain,Email
1030,2023-06-08,Germany,Organic
1031,2023-10-21,Austria,Paid Search
1032,2023-01-23,Germany,Social
1033,2023-02-03,Netherlands,Referral
1034,2023-08-09,Netherlands,Organic
1035,2024-01-28,France,Social
1036,2023-08-20,Netherlands,Organic
1037,2024-03-23,Spain,Social
1038,2023-10-11,Netherlands,Organic
1039,2023-08-18,UK,Referral
1040,2024-02-25,UK,Organic
1041,2023-05-04,France,Social
1042,2024-01-09,Germany,Email
1043,2024-03-08,Germany,Organic
1044,2023-08-14,UK,Organic
1045,2023-03-07,Poland,Social
1046,2023-01-18,Germany,Social
1047,2023-06-22,UK,Social
1048,2023-07-26,Germany,Social
1049,2023-09-15,UK,Organic
1050,2023-09-23,Spain,Referral
1051,2023-07-22,Spain,Organic
1052,2023-06-07,Spain,Social
1053,2023-04-25,Spain,Referral
1054,2023-03-29,Germany,Referral
1055,2023-11-13,UK,Organic
1056,2024-03-01,Germany,Organic
1057,2023-05-08,Poland,Social
1058,2024-01-19,Spain,Paid Search
1059,2023-07-21,Germany,Social
1060,2024-01-29,Germany,Paid Search
1061,2024-03-03,France,Organic
1062,2023-10-18,Austria,Paid Search
1063,2023-04-14,Germany,Social
1064,2023-04-06,UK,Email
1065,2023-09-14,France,Paid Search
1066,2023-05-10,Netherlands,Organic
1067,2024-03-05,Netherlands,Paid Search
1068,2023-07-16,Germany,Social
1069,2023-11-16,Spain,Email
1070,2023-11-16,Germany,Email
1071,2024-06-02,Italy,Referral
1072,2023-07-02,Germany,Paid Search
1073,2023-10-07,UK,Email
1074,2023-11-15,France,Organic
1075,2023-08-08,UK,Social
1076,2023-08-09,Germany,Paid Search
1077,2023-06-06,UK,Email
1078,2023-12-16,Germany,Email
1079,2023-12-10,France,Organic
1080,2023-12-05,Italy,Email
1081,2024-07-10,France,Email
1082,2023-12-01,UK,Referral
1083,2023-05-14,Netherlands,Paid Search
1084,2023-09-03,France,Referral
1085,2023-04-08,Italy,Email
1086,2023-07-09,France,Social
1087,2024-06-18,Austria,Paid Search
1088,2023-12-21,Poland,Email
1089,2023-06-16,France,Email
1090,2024-07-21,France,Social
1091,2023-04-09,Netherlands,Referral
1092,2023-09-27,Spain,Organic
1093,2024-04-01,Germany,Social
1094,2024-03-15,Germany,Paid Search
1095,2023-05-05,Germany,Paid Search
1096,2023-05-31,Spain,Paid Search
1097,2023-07-15,Spain,Paid Search
1098,2023-08-02,Germany,Paid Search
1099,2024-01-09,UK,Organic
1100,2023-06-09,Spain,Organic
1101,2023-08-10,Austria,Social
1102,2023-06-24,Germany,Paid Search
1103,2023-11-21,Germany,Organic
1104,2023-08-12,France,Organic
1105,2023-08-13,Netherlands,Organic
1106,2024-05-12,Germany,Organic
1107,2023-03-13,Germany,Referral
1108,2023-05-18,Spain,Social
1109,2023-11-05,UK,Paid Search
1110,2023-05-25,Germany,Paid Search
1111,2023-08-13,France,Organic
1112,2023-12-12,Germany,Social
1113,2024-01-22,France,Referral
1114,2023-09-03,France,Organic
1115,2023-12-04,Germany,Organic
1116,2023-06-28,Germany,Social
1117,2023-09-10,Poland,Organic
1118,2023-11-09,Poland,Organic
1119,2023-12-10,Germany,Social
1120,2023-10-30,Netherlands,Social
1121,2023-02-21,Germany,Organic
1122,2023-11-29,Italy,Email
1123,2024-07-22,Poland,Organic
1124,2024-01-14,Netherlands,Paid Search
1125,2023-04-28,Netherlands,Social
1126,2024-05-05,France,Social
1127,2023-12-12,Germany,Social
1128,2024-03-16,UK,Social
1129,2023-07-02,Germany,Social
1130,2024-05-25,Netherlands,Email
1131,2023-10-24,France,Social
1132,2023-12-06,Germany,Paid Search
1133,2023-05-31,UK,Email
1134,2023-08-15,Italy,Organic
1135,2024-04-27,UK,Email
1136,2024-03-22,UK,Organic
1137,2023-11-10,Italy,Paid Search
1138,2023-09-29,Germany,Social
1139,2023-01-03,Netherlands,Social
1140,2023-06-19,France,Organic
1141,2023-08-12,Germany,Paid Search
1142,2023-07-23,Austria,Email
1143,2023-08-08,France,Referral
1144,2023-07-15,Germany,Paid Search
1145,2023-03-21,Germany,Organic
1146,2024-05-06,Austria,Paid Search
1147,2023-09-01,Italy,Paid Search
1148,2023-06-18,Germany,Organic
1149,2023-08-21,UK,Email
1150,2023-07-11,Germany,Paid Search
1151,2023-04-10,Spain,Paid Search
1152,2023-04-05,UK,Paid Search
1153,2023-04-22,Germany,Organic
1154,2023-07-19,UK,Paid Search
1155,2023-09-11,Poland,Paid Search
1156,2023-11-17,France,Paid Search
1157,2023-08-28,Germany,Social
1158,2023-07-13,Austria,Paid Search
1159,2023-07-19,Germany,Social
1160,2023-09-01,France,Email
1161,2023-06-17,UK,Paid Search
1162,2023-08-17,Germany,Paid Search
1163,2024-02-11,Germany,Email
1164,2023-11-07,Germany,Paid Search
1165,2023-11-07,Germany,Paid Search
1166,2023-07-03,UK,Email
1167,2023-11-20,Italy,Social
1168,2024-03-21,Germany,Referral
1169,2024-06-15,Spain,Paid Search
1170,2023-12-12,France,Paid Search
1171,2023-06-14,Germany,Organic
1172,2023-11-26,UK,Organic
1173,2023-09-23,Germany,Paid Search
1174,2024-08-17,UK,Organic
1175,2023-11-25,France,Paid Search
1176,2023-05-22,Netherlands,Organic
1177,2024-04-27,Poland,Organic
1178,2023-12-25,Germany,Paid Search
1179,2023-01-12,Poland,Social
1180,2023-12-17,Germany,Paid Search
1181,2023-12-08,Germany,Email
1182,2024-07-08,Germany,Organic
1183,2023-05-02,Italy,Organic
1184,2023-09-12,Netherlands,Referral
1185,2023-07-09,Austria,Referral
1186,2023-04-05,Spain,Paid Search
1187,2023-07-11,France,Paid Search
1188,2024-03-01,Poland,Email
1189,2023-10-01,Austria,Paid Search
1190,2024-06-20,Italy,Organic
1191,2023-03-24,UK,Organic
1192,2024-02-27,Italy,Organic
1193,2024-06-13,Germany,Email
1194,2023-06-30,Poland,Social
1195,2024-06-04,Austria,Organic
1196,2023-08-15,Netherlands,Organic
1197,2024-01-09,Germany,Organic
1198,2024-03-12,Germany,Social
1199,2023-12-02,Austria,Email
1200,2023-04-08,Poland,Paid Search
1201,2023-07-18,Spain,Email
1202,2023-09-18,Austria,Organic
1203,2024-03-09,UK,Social
1204,2023-04-28,Poland,Paid Search
1205,2024-03-05,Germany,Organic
1206,2024-07-30,Germany,Paid Search
1207,2023-11-14,UK,Email
1208,2023-01-26,Germany,Organic
1209,2024-05-18,France,Paid Search
1210,2023-07-14,Italy,Email
1211,2023-07-30,Germany,Email
1212,2024-06-09,Spain,Paid Search
1213,2023-05-08,Germany,Organic
1214,2023-02-28,Italy,Email
1215,2023-09-12,Germany,Organic
1216,2024-09-08,Spain,Organic
1217,2023-07-10,UK,Organic
1218,2023-12-09,France,Paid Search
1219,2023-10-01,Germany,Social
1220,2023-11-10,Germany,Email
1221,2023-07-26,France,Paid Search
1222,2023-07-31,Germany,Referral
1223,2023-11-23,Germany,Social
1224,2023-05-11,Spain,Social
1225,2024-03-15,Germany,Organic
1226,2023-05-31,Germany,Organic
1227,2024-09-03,France,Social
1228,2023-12-23,France,Social
1229,2024-05-01,UK,Organic
1230,2023-10-10,Netherlands,Paid Search
1231,2023-08-01,UK,Paid Search
1232,2023-07-25,UK,Paid Search
1233,2023-11-27,France,Organic
1234,2023-09-19,Germany,Organic
1235,2024-03-23,Spain,Paid Search
1236,2024-03-03,Germany,Email
1237,2024-02-14,Italy,Email
1238,2024-03-13,UK,Organic
1239,2024-01-27,Netherlands,Organic
1240,2023-09-17,UK,Paid Search
1241,2023-06-23,Poland,Organic
1242,2023-07-27,France,Email
1243,2023-12-24,France,Paid Search
1244,2023-06-22,Poland,Email
1245,2024-01-25,UK,Organic
1246,2023-04-28,France,Referral
1247,2024-01-12,Germany,Email
1248,2023-11-13,Germany,Social
1249,2023-06-18,Italy,Referral
1250,2023-05-04,Germany,Paid Search
1251,2024-07-01,Germany,Organic
1252,2023-11-25,Germany,Paid Search
1253,2023-05-26,Austria,Email
1254,2024-06-16,UK,Email
1255,2024-05-27,UK,Paid Search
1256,2024-01-26,Poland,Social
1257,2023-05-26,France,Organic
1258,2023-07-24,Italy,Organic
1259,2023-02-01,Spain,Social
1260,2023-05-28,France,Paid Search
1261,2023-08-20,Spain,Organic
1262,2023-11-12,Austria,Email
1263,2024-02-25,Germany,Paid Search
1264,2023-06-24,Germany,Paid Search
1265,2023-03-02,Italy,Organic
1266,2023-04-09,France,Organic
1267,2024-01-22,UK,Social
1268,2024-05-18,Germany,Email
1269,2023-08-15,Italy,Organic
1270,2023-11-07,Spain,Email
1271,2024-05-05,Austria,Email
1272,2023-09-01,France,Email
1273,2023-08-28,Austria,Social
1274,2024-02-10,UK,Paid Search
1275,2024-02-26,Netherlands,Email
1276,2023-09-12,Netherlands,Paid Search
1277,2024-01-26,UK,Organic
1278,2023-06-21,UK,Paid Search
1279,2023-10-20,Germany,Paid Search
1280,2023-11-11,France,Paid Search
1281,2023-06-05,Spain,Email
1282,2023-06-23,Germany,Paid Search
1283,2023-08-08,Spain,Organic
1284,2024-03-11,Germany,Referral
1285,2024-04-09,Germany,Organic
1286,2024-04-08,Netherlands,Organic
1287,2024-03-17,Germany,Email
1288,2023-07-21,Austria,Referral
1289,2024-07-13,Austria,Social
1290,2023-02-03,France,Paid Search
1291,2024-02-28,France,Paid Search
1292,2023-11-13,Germany,Email
1293,2023-04-12,Spain,Email
1294,2023-08-24,Germany,Organic
1295,2023-11-08,Poland,Email
1296,2023-04-22,Austria,Social
1297,2023-09-19,Germany,Organic
1298,2023-05-23,Netherlands,Organic
1299,2023-12-26,France,Organic
1300,2024-01-06,UK,Referral
1301,2023-03-17,Germany,Paid Search
1302,2023-10-28,Spain,Social
1303,2023-12-30,Germany,Organic
1304,2023-02-10,Poland,Email
1305,2023-12-30,France,Paid Search
1306,2024-03-22,Netherlands,Referral
1307,2024-06-10,Poland,Paid Search
1308,2023-12-12,Spain,Email
1309,2023-05-10,UK,Social
1310,2023-11-22,France,Paid Search
1311,2023-12-01,France,Referral
1312,2024-02-02,France,Paid Search
1313,2024-06-13,Austria,Email
1314,2023-10-24,Germany,Organic
1315,2023-11-17,France,Social
1316,2023-10-14,Spain,Referral
1317,2023-09-23,France,Email
1318,2023-12-14,Poland,Paid Search
1319,2023-06-07,Germany,Paid Search
1320,2024-03-12,Germany,Email
1321,2023-12-12,Netherlands,Paid Search
1322,2023-11-11,UK,Referral
1323,2023-05-18,Poland,Organic
1324,2023-04-25,France,Organic
1325,2024-03-19,Germany,Email
1326,2024-07-01,Germany,Paid Search
1327,2023-12-14,France,Paid Search
1328,2024-08-27,UK,Paid Search
1329,2024-03-22,Germany,Referral
1330,2023-05-15,UK,Social
1331,2023-11-04,Poland,Referral
1332,2023-08-07,France,Paid Search
1333,2023-12-14,Netherlands,Paid Search
1334,2023-10-20,Germany,Organic
1335,2024-02-24,Italy,Paid Search
1336,2024-02-18,Germany,Organic
1337,2023-06-29,UK,Organic
1338,2023-10-15,Germany,Paid Search
1339,2023-12-02,Germany,Social
1340,2023-12-01,Germany,Paid Search
1341,2024-03-27,Germany,Paid Search
1342,2023-05-13,Poland,Paid Search
1343,2023-06-08,Germany,Paid Search
1344,2023-06-11,Austria,Email
1345,2024-03-25,UK,Email
1346,2024-03-03,Germany,Email
1347,2023-06-21,France,Organic
1348,2023-10-05,Germany,Paid Search
1349,2023-03-22,Italy,Email
1350,2023-04-08,Germany,Referral
1351,2023-06-06,Poland,Paid Search
1352,2024-03-17,Germany,Paid Search
1353,2024-01-15,Germany,Email
1354,2023-06-18,Germany,Referral
1355,2023-07-13,Netherlands,Paid Search
1356,2023-05-02,UK,Organic
1357,2023-06-19,Poland,Email
1358,2023-07-28,France,Social
1359,2023-11-20,Germany,Organic
1360,2023-09-18,Spain,Paid Search
1361,2023-02-12,UK,Social
1362,2023-05-08,Italy,Social
1363,2024-03-01,France,Email
1364,2023-10-30,Spain,Organic
1365,2023-08-20,Germany,Organic
1366,2023-12-09,Austria,Social
1367,2023-07-18,Germany,Organic
1368,2024-02-29,Italy,Paid Search
1369,2023-11-19,Germany,Paid Search
1370,2023-07-28,Spain,Paid Search
1371,2024-08-09,Italy,Email
1372,2023-09-26,Poland,Organic
1373,2024-03-26,France,Email
1374,2024-03-06,France,Social
1375,2023-05-13,Italy,Paid Search
1376,2023-07-16,UK,Email
1377,2024-06-11,Netherlands,Organic
1378,2023-08-07,Germany,Email
1379,2023-11-09,France,Organic
1380,2023-07-06,France,Referral
1381,2024-01-02,Netherlands,Organic
1382,2023-07-07,Germany,Social
1383,2024-03-12,France,Organic
1384,2023-12-06,Italy,Paid Search
1385,2024-01-01,UK,Organic
1386,2024-03-18,Poland,Organic
1387,2023-11-10,Germany,Organic
1388,2023-08-22,France,Organic
1389,2023-04-13,UK,Social
1390,2024-03-08,France,Paid Search
1391,2024-03-30,Netherlands,Organic
1392,2024-07-26,Germany,Referral
1393,2024-01-11,UK,Social
1394,2023-05-21,Germany,Organic
1395,2024-05-29,Netherlands,Paid Search
1396,2023-08-11,Italy,Paid Search
1397,2023-07-24,Germany,Social
1398,2023-12-29,France,Email
1399,2023-06-26,UK,Social
1400,2024-01-08,Spain,Referral
1401,2023-08-18,Germany,Social
1402,2024-04-19,France,Referral
1403,2024-01-26,Spain,Social
1404,2023-04-24,UK,Social
1405,2024-02-27,Spain,Social
1406,2023-08-28,France,Email
1407,2024-08-28,Poland,Organic
1408,2023-08-25,Germany,Organic
1409,2024-01-12,Germany,Organic
1410,2023-09-16,UK,Organic
1411,2023-08-18,France,Referral
1412,2023-09-13,Netherlands,Social
1413,2024-04-15,Germany,Organic
1414,2023-09-02,Germany,Paid Search
1415,2023-06-13,Spain,Organic
1416,2024-02-04,Germany,Email
1417,2023-07-23,Spain,Referral
1418,2024-03-29,Netherlands,Organic
1419,2024-01-09,Germany,Paid Search
1420,2023-12-13,Spain,Referral
1421,2024-02-03,Poland,Social
1422,2024-05-26,Italy,Email
1423,2023-12-05,Germany,Paid Search
1424,2023-08-13,UK,Organic
1425,2024-04-23,Poland,Social
1426,2024-01-24,UK,Organic
1427,2023-12-15,Germany,Email
1428,2023-04-02,Germany,Email
1429,2024-01-28,Netherlands,Paid Search
1430,2023-09-25,Spain,Paid Search
1431,2023-02-09,Poland,Email
1432,2023-01-19,Poland,Referral
1433,2023-07-15,Germany,Paid Search
1434,2023-02-13,UK,Email
1435,2023-10-29,Germany,Organic
1436,2023-04-07,Germany,Referral
1437,2023-08-15,Germany,Social
1438,2023-09-05,Poland,Organic
1439,2023-05-21,Germany,Social
1440,2023-08-23,UK,Social
1441,2023-08-14,France,Social
1442,2024-03-08,Germany,Paid Search
1443,2024-06-13,UK,Social
1444,2024-04-12,Germany,Email
1445,2023-05-10,France,Paid Search
1446,2024-03-13,France,Organic
1447,2024-04-12,Italy,Email
1448,2023-02-25,Spain,Social
1449,2023-08-09,Italy,Paid Search
1450,2024-02-11,France,Email
1451,2023-07-22,Germany,Organic
1452,2024-03-11,France,Email
1453,2023-12-15,Austria,Paid Search
1454,2024-01-18,Germany,Organic
1455,2024-07-02,Germany,Referral
1456,2024-03-21,Austria,Email
1457,2023-05-03,Austria,Organic
1458,2023-06-28,Germany,Referral
1459,2023-12-10,Spain,Referral
1460,2023-06-12,France,Email
1461,2023-12-07,UK,Organic
1462,2023-12-04,UK,Organic
1463,2023-04-28,Austria,Email
1464,2023-10-28,Germany,Referral
1465,2023-07-01,Spain,Organic
1466,2023-08-15,Germany,Paid Search
1467,2023-11-18,Netherlands,Organic
1468,2024-04-11,Netherlands,Paid Search
1469,2023-05-05,Spain,Social
1470,2024-02-29,Poland,Organic
1471,2023-12-07,Spain,Social
1472,2023-11-05,Spain,Social
1473,2023-08-17,Germany,Paid Search
1474,2023-11-28,Austria,Email
1475,2023-05-14,France,Organic
1476,2023-08-09,France,Organic
1477,2024-02-15,UK,Paid Search
1478,2023-12-09,France,Paid Search
1479,2024-01-03,UK,Organic
1480,2024-10-05,France,Referral
1481,2023-08-01,Germany,Organic
1482,2024-01-13,Poland,Organic
1483,2023-06-10,Poland,Email
1484,2024-07-05,UK,Referral
1485,2023-09-05,Austria,Paid Search
1486,2023-10-10,France,Organic
1487,2023-03-13,France,Paid Search
1488,2023-11-21,Poland,Organic
1489,2023-04-28,Netherlands,Paid Search
1490,2024-07-23,Spain,Social
1491,2023-09-10,France,Paid Search
1492,2023-06-01,France,Paid Search
1493,2023-10-15,Germany,Email
1494,2023-07-18,Austria,Organic
1495,2023-01-23,Germany,Organic
1496,2023-10-07,UK,Email
1497,2023-05-18,Germany,Organic
1498,2023-10-11,Netherlands,Organic
1499,2024-05-22,France,Organic
1500,2024-04-16,Spain,Social
1501,2024-04-25,UK,Social
1502,2023-10-28,Germany,Paid Search
1503,2023-10-11,Germany,Paid Search
1504,2023-04-15,Germany,Paid Search
1505,2023-12-17,Spain,Organic
1506,2024-04-27,Italy,Email
1507,2023-11-30,France,Referral
1508,2024-09-19,UK,Paid Search
1509,2023-10-18,Germany,Paid Search
1510,2024-04-16,Poland,Email
1511,2023-07-30,Austria,Organic
1512,2023-08-19,Spain,Paid Search
1513,2023-07-16,Germany,Referral
1514,2023-06-10,France,Organic
1515,2024-05-18,Austria,Organic
1516,2023-04-05,Germany,Paid Search
1517,2023-05-18,Netherlands,Social
1518,2024-08-02,Poland,Social
1519,2024-04-06,Spain,Organic
1520,2023-08-05,UK,Social
1521,2023-12-15,UK,Organic
1522,2023-09-02,Poland,Referral
1523,2024-03-17,France,Organic
1524,2023-06-29,Poland,Organic
1525,2023-05-26,France,Social
1526,2023-08-18,Spain,Organic
1527,2024-05-16,Poland,Social
1528,2023-04-06,UK,Organic
1529,2024-03-06,Germany,Paid Search
1530,2023-09-13,Germany,Organic
1531,2023-07-04,Italy,Paid Search
1532,2024-05-15,Netherlands,Organic
1533,2023-05-18,Germany,Paid Search
1534,2024-02-11,Poland,Organic
1535,2024-05-09,Poland,Email
1536,2023-11-28,Poland,Social
1537,2024-09-26,UK,Organic
1538,2023-05-06,Austria,Organic
1539,2023-06-10,Poland,Organic
1540,2024-01-10,Germany,Organic
1541,2024-04-18,Austria,Paid Search
1542,2024-07-06,UK,Paid Search
1543,2024-06-27,Poland,Referral
1544,2024-01-17,Spain,Email
1545,2024-05-08,Netherlands,Organic
1546,2023-03-26,Germany,Organic
1547,2023-06-03,Germany,Organic
1548,2023-04-05,Germany,Organic
1549,2023-11-03,Netherlands,Paid Search
1550,2023-12-12,Italy,Organic
1551,2023-05-08,Germany,Organic
1552,2024-01-14,Germany,Organic
1553,2023-09-10,Netherlands,Social
1554,2023-10-08,Germany,Organic
1555,2023-12-21,Germany,Referral
1556,2023-10-20,Germany,Paid Search
1557,2023-10-05,Netherlands,Paid Search
1558,2023-03-26,UK,Paid Search
1559,2023-04-24,Italy,Paid Search
1560,2023-03-17,Germany,Paid Search
1561,2023-06-13,Germany,Paid Search
1562,2024-03-31,Italy,Paid Search
1563,2023-06-29,Austria,Paid Search
1564,2023-08-21,France,Organic
1565,2023-12-12,Italy,Social
1566,2023-10-02,Spain,Social
1567,2023-07-17,Poland,Social
1568,2023-12-09,France,Referral
1569,2023-11-27,Germany,Paid Search
1570,2024-02-26,Germany,Email
1571,2023-07-17,Spain,Paid Search
1572,2023-09-10,Italy,Paid Search
1573,2023-09-12,France,Social
1574,2023-06-17,Germany,Organic
1575,2023-02-05,Germany,Organic
1576,2023-12-12,UK,Paid Search
1577,2024-05-01,Poland,Organic
1578,2023-11-08,France,Organic
1579,2023-09-23,Netherlands,Email
1580,2023-06-28,UK,Paid Search
1581,2024-04-21,Poland,Organic
1582,2023-03-07,Italy,Organic
1583,2024-04-03,Germany,Referral
1584,2024-04-24,Netherlands,Referral
1585,2023-09-20,Italy,Social
1586,2023-06-13,Poland,Organic
1587,2024-01-16,UK,Paid Search
1588,2024-01-19,Germany,Paid Search
1589,2023-11-21,UK,Email
1590,2023-03-13,Netherlands,Paid Search
1591,2024-05-12,Germany,Email
1592,2023-08-22,Austria,Paid Search
1593,2024-01-17,Germany,Email
1594,2023-02-20,Poland,Paid Search
1595,2023-03-15,France,Paid Search
1596,2023-04-13,Germany,Paid Search
1597,2024-02-10,UK,Social
1598,2024-05-01,Netherlands,Email
1599,2023-03-10,Italy,Paid Search
1600,2023-11-17,UK,Referral
1601,2024-05-25,Germany,Paid Search
1602,2023-02-11,Poland,Paid Search
1603,2024-05-09,UK,Organic
1604,2023-07-09,Germany,Organic
1605,2024-06-14,Poland,Email
1606,2023-08-10,Germany,Organic
1607,2023-11-09,Germany,Paid Search
1608,2023-08-29,UK,Organic
1609,2023-06-06,Netherlands,Social
