order_id,customer_id,order_date,channel,status
3994,167,2023-07-07,Social,completed
3995,2380,2024-08-31,Social,returned
3996,2019,2024-01-11,Social,completed
3997,3268,2024-05-09,Organic,completed
3998,521,2024-09-27,Referral,completed
3999,2127,2024-04-28,Email,completed
4000,2014,2023-10-30,Email,completed
4001,1556,2024-09-25,Organic,cancelled
4002,3968,2024-02-21,Social,completed
4003,2167,2024-11-26,Referral,completed
4004,1628,2024-12-06,Referral,returned
4005,3419,2023-11-09,Paid Search,completed
4006,578,2024-08-16,Email,completed
4007,1157,2024-11-22,Paid Search,returned
4008,1126,2024-12-11,Organic,completed
4009,3735,2024-01-04,Referral,completed
4010,3531,2023-10-16,Paid Search,completed
4011,2450,2024-07-06,Organic,completed
4012,1286,2024-09-02,Email,completed
4013,1872,2024-03-01,Social,completed
4014,2299,2023-09-26,Paid Search,completed
4015,2170,2024-05-01,Email,completed
4016,1034,2023-12-30,Organic,returned
4017,540,2024-04-20,Social,completed
4018,3636,2024-04-26,Organic,completed
4019,2580,2024-10-28,Social,completed
4020,601,2024-04-30,Paid Search,completed
4021,3960,2023-10-31,Social,completed
4022,1621,2023-09-13,Social,completed
4023,2955,2024-02-19,Social,completed
4024,731,2024-01-28,Social,completed
4025,3732,2023-12-07,Social,completed
4026,321,2024-10-25,Referral,returned
4027,3822,2024-07-03,Paid Search,completed
4028,2932,2023-10-09,Email,completed
4029,918,2024-12-12,Organic,completed
4030,743,2024-10-27,Referral,completed
4031,3351,2024-11-16,Email,completed
4032,163,2024-09-19,Organic,completed
4033,465,2024-07-22,Email,completed
4034,2706,2024-08-23,Social,returned
4035,314,2024-08-27,Paid Search,completed
4036,2175,2024-09-13,Organic,returned
4037,2310,2024-03-13,Social,completed
4038,73,2023-07-19,Paid Search,returned
4039,1487,2024-08-29,Email,completed
4040,117,2024-08-27,Paid Search,completed
4041,3866,2024-07-19,Paid Search,completed
4042,871,2024-06-25,Paid Search,completed
4043,2769,2024-03-04,Organic,completed
4044,2707,2024-10-26,Paid Search,completed
4045,3097,2024-08-21,Referral,returned
4046,1343,2023-08-27,Organic,completed
4047,758,2023-12-31,Social,completed
4048,2140,2023-12-29,Paid Search,returned
4049,2790,2024-07-09,Organic,completed
4050,3039,2023-12-11,Social,returned
4051,200,2023-11-29,Paid Search,completed
4052,3030,2023-06-02,Referral,completed
4053,457,2024-09-09,Paid Search,completed
4054,2112,2023-11-06,Paid Search,completed
4055,2239,2023-10-24,Referral,completed
4056,525,2024-09-14,Organic,completed
4057,3856,2024-07-05,Referral,cancelled
4058,2570,2024-02-17,Email,completed
4059,904,2024-08-12,Paid Search,completed
4060,210,2024-04-08,Paid Search,completed
4061,3106,2024-05-15,Organic,completed
4062,3368,2024-04-24,Referral,completed
4063,367,2024-06-25,Social,completed
4064,1038,2024-04-30,Paid Search,cancelled
4065,2584,2024-12-20,Social,completed
4066,1654,2024-01-06,Email,completed
4067,1369,2024-01-20,Organic,completed
4068,1681,2024-09-01,Paid Search,completed
4069,2030,2024-07-09,Email,completed
4070,759,2023-09-08,Email,completed
4071,1526,2024-11-20,Social,completed
4072,291,2023-08-31,Social,completed
4073,22,2024-11-22,Paid Search,completed
4074,3908,2024-05-08,Organic,completed
4075,222,2024-05-28,Social,cancelled
4076,174,2024-07-03,Social,completed
4077,3573,2023-06-25,Paid Search,returned
4078,3911,2024-08-08,Referral,completed
4079,3380,2023-12-26,Organic,completed
4080,582,2024-10-27,Paid Search,completed
4081,2575,2024-07-05,Social,completed
4082,2797,2023-06-05,Referral,completed
4083,3096,2024-08-28,Organic,completed
4084,458,2024-04-25,Organic,completed
4085,1536,2024-12-21,Paid Search,completed
4086,1110,2024-11-06,Social,completed
4087,2638,2023-02-09,Paid Search,completed
4088,1371,2024-12-03,Paid Search,completed
4089,2046,2024-07-04,Organic,completed
4090,2522,2024-01-20,Referral,completed
4091,3465,2024-10-24,Organic,completed
4092,3692,2023-09-21,Organic,completed
4093,2786,2024-08-13,Paid Search,completed
4094,652,2023-12-26,Organic,completed
4095,3567,2024-11-17,Referral,completed
4096,836,2023-11-20,Social,completed
4097,217,2024-05-16,Social,completed
4098,1742,2024-06-07,Organic,completed
4099,2746,2024-08-31,Paid Search,cancelled
4100,619,2024-09-23,Organic,completed
4101,1201,2024-07-14,Organic,completed
4102,325,2024-08-19,Paid Search,completed
4103,2497,2024-07-24,Paid Search,completed
4104,2847,2024-06-28,Social,completed
4105,2092,2023-07-23,Paid Search,completed
4106,1769,2024-07-06,Referral,completed
4107,3391,2023-10-15,Paid Search,completed
4108,1656,2024-08-29,Paid Search,completed
4109,1759,2024-04-19,Organic,completed
4110,2323,2024-03-25,Social,completed
4111,2830,2024-11-25,Email,completed
4112,3112,2024-05-04,Referral,completed
4113,166,2024-03-13,Organic,completed
4114,3404,2023-11-28,Organic,completed
4115,1799,2024-12-15,Referral,completed
4116,3629,2024-09-23,Paid Search,completed
4117,2159,2024-08-06,Social,completed
4118,1906,2024-11-01,Referral,completed
4119,800,2024-07-23,Organic,completed
4120,1876,2024-10-03,Organic,completed
4121,1975,2024-09-18,Email,completed
4122,3593,2024-01-12,Social,completed
4123,3561,2024-02-08,Paid Search,completed
4124,1945,2024-08-20,Referral,completed
4125,3469,2024-09-19,Social,cancelled
4126,3413,2023-10-18,Organic,completed
4127,3788,2024-10-13,Organic,completed
4128,1423,2024-12-17,Email,completed
4129,860,2024-06-15,Referral,completed
4130,3771,2023-11-12,Organic,completed
4131,2362,2024-03-31,Organic,completed
4132,1869,2024-12-02,Organic,completed
4133,1621,2024-07-08,Organic,completed
4134,344,2024-11-15,Organic,completed
4135,834,2024-06-16,Referral,completed
4136,1170,2024-06-21,Organic,cancelled
4137,2219,2024-03-12,Organic,cancelled
4138,2076,2024-10-08,Referral,completed
4139,2185,2024-06-04,Organic,completed
4140,310,2023-11-13,Organic,completed
4141,42,2024-08-05,Paid Search,completed
4142,1849,2024-09-24,Organic,completed
4143,792,2024-06-15,Paid Search,completed
4144,3579,2024-02-19,Paid Search,completed
4145,1711,2023-10-15,Social,completed
4146,1400,2024-11-23,Organic,completed
4147,2188,2023-12-24,Email,completed
4148,2530,2024-06-29,Paid Search,completed
4149,335,2024-07-17,Referral,completed
4150,2986,2024-11-18,Email,completed
4151,572,2024-11-28,Organic,completed
4152,1523,2024-04-10,Email,completed
4153,1412,2023-09-22,Organic,completed
4154,2291,2024-06-13,Organic,completed
4155,2768,2024-09-13,Organic,completed
4156,3205,2024-05-21,Email,completed
4157,2125,2024-04-26,Paid Search,completed
4158,649,2024-08-14,Paid Search,completed
4159,2796,2024-07-22,Email,completed
4160,1916,2024-10-04,Referral,completed
4161,2376,2024-05-27,Email,cancelled
4162,1765,2024-12-25,Referral,completed
4163,1644,2024-07-24,Organic,completed
4164,2819,2023-09-18,Paid Search,completed
4165,2109,2024-12-04,Organic,completed
4166,3472,2024-08-09,Social,completed
4167,2992,2024-08-04,Referral,returned
4168,1907,2024-09-20,Referral,completed
4169,868,2024-02-11,Social,completed
4170,72,2024-06-02,Email,completed
4171,838,2024-01-24,Email,completed
4172,1135,2024-11-27,Paid Search,completed
4173,480,2023-10-12,Social,completed
4174,2696,2023-08-26,Email,completed
4175,1305,2024-03-28,Paid Search,completed
4176,126,2024-08-15,Paid Search,returned
4177,1740,2024-05-06,Email,completed
4178,3135,2024-05-06,Email,cancelled
4179,1360,2024-08-27,Email,completed
4180,3618,2023-05-11,Paid Search,completed
4181,3409,2024-12-10,Paid Search,completed
4182,3569,2024-11-03,Organic,completed
4183,2692,2024-01-11,Paid Search,completed
4184,3227,2024-02-12,Organic,completed
4185,1529,2024-08-25,Organic,completed
4186,2785,2023-12-11,Email,completed
4187,904,2024-04-28,Social,completed
4188,836,2024-02-21,Organic,completed
4189,3770,2024-07-11,Organic,returned
4190,2208,2024-11-08,Paid Search,returned
4191,296,2024-10-23,Paid Search,completed
4192,806,2024-07-27,Email,completed
4193,1842,2023-09-26,Organic,completed
4194,3384,2023-12-10,Organic,completed
4195,3597,2024-07-30,Email,completed
4196,460,2024-08-29,Paid Search,returned
4197,253,2024-08-27,Organic,completed
4198,496,2024-02-22,Social,completed
4199,2701,2024-04-30,Referral,cancelled
4200,2147,2024-12-18,Referral,returned
4201,2976,2024-01-20,Paid Search,completed
4202,2393,2024-05-02,Organic,completed
4203,397,2024-12-13,Organic,returned
4204,1039,2024-11-20,Paid Search,completed
4205,1330,2023-05-19,Email,returned
4206,2845,2023-12-21,Email,completed
4207,2409,2024-11-27,Referral,completed
4208,3783,2023-08-06,Paid Search,completed
4209,601,2023-06-04,Social,completed
4210,3750,2023-12-17,Paid Search,completed
4211,887,2024-10-01,Paid Search,returned
4212,1371,2024-09-11,Social,completed
4213,139,2024-03-08,Organic,completed
4214,1188,2024-03-05,Email,completed
4215,815,2024-08-07,Social,completed
4216,878,2024-09-28,Paid Search,completed
4217,2303,2024-09-02,Paid Search,completed
4218,3125,2024-02-28,Referral,completed
4219,2997,2024-12-05,Organic,completed
4220,3324,2024-12-11,Social,completed
4221,2951,2024-01-31,Paid Search,cancelled
4222,3913,2024-12-19,Social,completed
4223,77,2024-06-26,Paid Search,completed
4224,3955,2023-09-28,Paid Search,completed
4225,1617,2024-07-16,Organic,completed
4226,1913,2024-07-26,Organic,completed
4227,2323,2024-11-19,Email,completed
4228,34,2023-11-08,Email,completed
4229,746,2024-11-29,Referral,completed
4230,1774,2024-09-20,Social,completed
4231,3088,2023-11-26,Paid Search,completed
4232,3482,2024-08-05,Email,completed
4233,612,2024-02-21,Referral,completed
4234,1057,2023-09-07,Organic,returned
4235,2452,2024-03-30,Paid Search,completed
4236,1420,2024-11-06,Paid Search,completed
4237,1194,2024-07-13,Paid Search,completed
4238,1509,2024-07-19,Social,completed
4239,2819,2023-07-04,Referral,completed
4240,811,2024-08-31,Referral,completed
4241,252,2024-09-22,Organic,completed
4242,13,2024-12-19,Social,completed
4243,2122,2024-12-08,Organic,completed
4244,1010,2023-12-28,Paid Search,completed
4245,2259,2024-12-13,Paid Search,completed
4246,3534,2024-09-30,Referral,completed
4247,1180,2023-12-18,Paid Search,completed
4248,755,2024-09-03,Social,completed
4249,7,2024-03-10,Social,completed
4250,3931,2024-06-17,Paid Search,completed
4251,2077,2024-02-11,Social,completed
4252,3211,2024-08-10,Paid Search,completed
4253,3426,2023-10-11,Paid Search,completed
4254,3979,2024-10-20,Paid Search,returned
4255,3431,2024-01-06,Organic,completed
4256,1181,2023-12-17,Organic,completed
4257,2270,2024-01-17,Paid Search,completed
4258,3850,2024-03-17,Referral,completed
4259,2549,2024-10-12,Paid Search,completed
4260,3087,2024-04-23,Email,completed
4261,3632,2024-01-28,Organic,completed
4262,2476,2024-10-06,Paid Search,completed
4263,2782,2024-05-08,Organic,cancelled
4264,2374,2024-05-29,Paid Search,completed
4265,1355,2024-02-23,Social,completed
4266,1004,2024-12-16,Paid Search,completed
4267,2550,2024-03-17,Organic,completed
4268,3930,2023-07-11,Organic,completed
4269,3674,2024-03-30,Paid Search,completed
4270,849,2024-07-09,Social,completed
4271,3375,2023-06-14,Paid Search,cancelled
4272,92,2024-11-22,Referral,completed
4273,2377,2023-10-25,Organic,completed
4274,3724,2024-07-12,Referral,completed
4275,3836,2024-01-12,Email,completed
4276,2432,2024-12-08,Email,completed
4277,2540,2024-03-30,Social,returned
4278,1532,2024-06-27,Organic,completed
4279,2920,2023-05-15,Email,completed
4280,991,2024-03-25,Organic,completed
4281,137,2023-11-13,Paid Search,completed
4282,3346,2024-02-13,Organic,completed
4283,247,2024-06-29,Paid Search,completed
4284,2678,2024-01-10,Organic,completed
4285,1740,2024-08-13,Email,completed
4286,174,2023-08-24,Social,completed
4287,664,2024-04-26,Social,completed
4288,415,2024-12-12,Social,completed
4289,869,2024-07-01,Paid Search,completed
4290,2558,2024-10-26,Social,completed
4291,2296,2023-07-09,Social,completed
4292,1721,2023-09-23,Social,completed
4293,3376,2024-12-30,Social,completed
4294,3031,2024-06-02,Organic,completed
4295,2736,2024-08-08,Paid Search,completed
4296,2413,2024-04-04,Social,completed
4297,2796,2024-08-22,Organic,completed
4298,915,2024-11-10,Organic,cancelled
4299,1047,2023-08-06,Social,returned
4300,1196,2023-11-09,Organic,completed
4301,2985,2024-11-07,Paid Search,completed
4302,1718,2023-09-12,Organic,completed
4303,3838,2024-03-09,Organic,completed
4304,164,2024-06-15,Email,completed
4305,1509,2024-04-14,Email,completed
4306,646,2024-08-08,Paid Search,completed
4307,3270,2024-04-13,Paid Search,completed
4308,1920,2024-01-22,Paid Search,completed
4309,2504,2023-12-17,Organic,completed
4310,2412,2024-04-04,Paid Search,completed
4311,321,2024-11-13,Referral,completed
4312,3131,2024-09-30,Email,completed
4313,3296,2023-10-03,Organic,completed
4314,2452,2024-04-09,Paid Search,completed
4315,1134,2024-10-13,Organic,completed
4316,2922,2024-08-01,Social,completed
4317,2815,2024-10-03,Paid Search,completed
4318,3658,2024-12-15,Email,completed
4319,477,2024-12-03,Social,completed
4320,3648,2023-12-21,Paid Search,cancelled
4321,3561,2023-07-11,Paid Search,completed
4322,1191,2023-06-13,Organic,completed
4323,2881,2024-08-19,Paid Search,completed
4324,1059,2023-09-22,Referral,completed
4325,954,2024-12-04,Social,cancelled
4326,2581,2024-08-06,Paid Search,completed
4327,205,2024-12-10,Paid Search,completed
4328,399,2024-03-23,Social,returned
4329,2660,2023-11-09,Referral,completed
4330,3803,2024-06-30,Paid Search,completed
4331,138,2024-09-05,Social,completed
4332,101,2023-06-20,Referral,completed
4333,306,2024-11-08,Social,completed
4334,7,2023-11-14,Social,completed
4335,3715,2024-08-24,Email,returned
4336,1895,2023-12-05,Paid Search,completed
4337,2778,2024-05-15,Organic,completed
4338,1645,2024-09-18,Paid Search,returned
4339,3988,2023-04-06,Organic,completed
4340,1920,2024-12-10,Email,cancelled
4341,3752,2024-04-21,Email,completed
4342,2618,2023-11-25,Email,completed
4343,3786,2024-12-16,Paid Search,completed
4344,1984,2024-09-26,Email,completed
4345,3523,2023-09-30,Social,completed
4346,1335,2024-03-22,Organic,returned
4347,2664,2024-12-02,Organic,completed
4348,2493,2024-03-22,Email,completed
4349,1948,2024-08-26,Email,completed
4350,2015,2024-03-07,Social,cancelled
4351,705,2024-08-24,Organic,completed
4352,3629,2024-01-04,Referral,completed
4353,1811,2024-01-17,Email,completed
4354,630,2024-06-09,Social,completed
4355,2830,2024-02-05,Email,completed
4356,2932,2024-04-10,Organic,completed
4357,180,2024-07-02,Email,completed
4358,1332,2024-07-27,Email,completed
4359,2360,2023-04-09,Social,completed
4360,3294,2023-09-19,Referral,completed
4361,1246,2024-08-13,Organic,completed
4362,1202,2024-06-14,Organic,cancelled
4363,2971,2023-11-13,Referral,completed
4364,883,2024-07-22,Email,completed
4365,3597,2024-05-13,Organic,completed
4366,3162,2023-11-13,Referral,completed
4367,3587,2024-09-23,Organic,cancelled
4368,1405,2024-06-16,Paid Search,completed
4369,685,2024-07-15,Organic,completed
4370,2363,2024-10-24,Referral,completed
4371,779,2023-12-27,Referral,completed
4372,1069,2024-07-05,Organic,completed
4373,1573,2023-10-31,Email,completed
4374,1847,2024-12-27,Organic,completed
4375,1294,2024-01-25,Referral,completed
4376,1144,2024-11-12,Referral,completed
4377,997,2024-04-24,Email,returned
4378,2771,2024-11-13,Organic,completed
4379,1231,2024-08-31,Organic,returned
4380,2790,2024-02-19,Paid Search,completed
4381,2991,2024-08-28,Paid Search,completed
4382,2873,2023-11-26,Paid Search,returned
4383,3667,2023-03-29,Social,cancelled
4384,3815,2024-03-18,Organic,completed
4385,607,2024-09-29,Social,completed
4386,1289,2024-08-12,Organic,completed
4387,3154,2024-06-27,Organic,completed
4388,3129,2024-10-09,Social,completed
4389,293,2024-08-08,Social,completed
4390,3849,2023-10-28,Organic,completed
4391,3418,2024-04-26,Paid Search,completed
4392,3605,2023-11-05,Email,completed
4393,835,2024-03-09,Social,completed
4394,2012,2024-03-30,Paid Search,completed
4395,1754,2024-01-17,Paid Search,completed
4396,1419,2024-09-06,Organic,completed
4397,918,2024-02-29,Paid Search,completed
4398,582,2024-12-24,Email,completed
4399,3484,2024-11-03,Email,completed
4400,2140,2024-12-25,Organic,completed
4401,2420,2024-09-10,Social,completed
4402,1052,2023-06-19,Organic,completed
4403,3741,2023-08-04,Social,returned
4404,3743,2024-01-28,Email,completed
4405,2701,2024-07-02,Referral,completed
4406,1289,2024-10-31,Organic,completed
4407,945,2024-06-21,Organic,completed
4408,2401,2024-09-19,Paid Search,completed
4409,3339,2024-07-10,Organic,completed
4410,3866,2024-08-13,Paid Search,completed
4411,282,2024-02-22,Organic,completed
4412,1338,2024-01-16,Email,cancelled
4413,1538,2024-02-29,Social,completed
4414,1457,2024-12-19,Paid Search,returned
4415,2692,2024-08-20,Social,completed
4416,2202,2024-10-18,Paid Search,completed
4417,3579,2024-03-17,Social,returned
4418,899,2024-03-20,Paid Search,completed
4419,1569,2023-12-09,Paid Search,returned
4420,2175,2024-09-15,Organic,completed
4421,3272,2024-07-04,Paid Search,completed
4422,3301,2024-06-23,Paid Search,completed
4423,3430,2024-01-30,Paid Search,returned
4424,2091,2024-10-04,Referral,completed
4425,974,2023-11-25,Organic,completed
4426,2929,2024-08-15,Paid Search,completed
4427,3817,2024-05-06,Social,completed
4428,1146,2024-11-06,Organic,completed
4429,811,2024-12-21,Paid Search,completed
4430,100,2023-12-29,Social,completed
4431,2687,2024-03-03,Referral,completed
4432,2193,2024-09-19,Paid Search,completed
4433,561,2024-03-25,Social,completed
4434,815,2023-07-31,Email,returned
4435,2669,2023-11-28,Paid Search,completed
4436,1733,2023-11-15,Paid Search,completed
4437,946,2024-07-18,Email,completed
4438,2444,2024-04-12,Social,completed
4439,215,2024-01-25,Organic,completed
4440,68,2024-02-25,Email,returned
4441,1050,2024-01-25,Paid Search,completed
4442,1164,2024-11-02,Social,completed
4443,425,2024-09-20,Paid Search,completed
4444,467,2024-11-05,Paid Search,completed
4445,693,2024-12-28,Paid Search,completed
4446,2923,2024-08-19,Organic,completed
4447,3225,2024-11-17,Paid Search,completed
4448,746,2024-09-09,Organic,completed
4449,2647,2024-08-20,Social,completed
4450,948,2024-07-23,Referral,completed
4451,3530,2024-07-14,Email,completed
4452,1078,2024-07-28,Referral,completed
4453,537,2024-11-15,Paid Search,completed
4454,1748,2024-12-21,Organic,completed
4455,644,2024-05-30,Organic,completed
4456,811,2024-09-25,Paid Search,completed
4457,1356,2024-05-03,Paid Search,returned
4458,2663,2024-02-22,Paid Search,completed
4459,475,2024-06-06,Email,completed
4460,1143,2024-06-16,Organic,completed
4461,3426,2024-01-06,Organic,completed
4462,1099,2024-10-02,Referral,returned
4463,697,2024-01-05,Social,completed
4464,2151,2024-08-16,Paid Search,completed
4465,136,2024-10-02,Organic,completed
4466,3216,2023-08-06,Paid Search,cancelled
4467,899,2024-10-10,Email,completed
4468,552,2024-04-29,Referral,returned
4469,3233,2024-09-07,Organic,completed
4470,3375,2023-08-12,Email,returned
4471,2962,2023-11-27,Organic,cancelled
4472,952,2024-11-09,Email,completed
4473,2124,2024-02-28,Email,completed
4474,3879,2024-03-26,Paid Search,completed
4475,1913,2024-07-23,Social,completed
4476,3792,2023-10-19,Referral,completed
4477,2717,2024-12-21,Social,completed
4478,3382,2023-10-10,Social,completed
4479,787,2024-03-31,Organic,completed
4480,3709,2024-06-29,Organic,completed
4481,3410,2024-08-09,Organic,completed
4482,3139,2024-09-12,Organic,completed
4483,3760,2023-12-03,Organic,completed
4484,3156,2024-04-21,Email,completed
4485,2321,2024-06-30,Organic,completed
4486,2617,2024-02-10,Email,completed
4487,3291,2024-11-27,Referral,completed
4488,3013,2024-07-30,Paid Search,completed
4489,2386,2024-07-22,Organic,completed
4490,2412,2023-09-09,Email,completed
4491,3531,2024-05-25,Referral,completed
4492,42,2024-04-30,Organic,completed
4493,2889,2024-04-22,Paid Search,completed
4494,2275,2024-12-26,Email,completed
4495,3355,2024-07-08,Organic,completed
4496,838,2024-02-07,Paid Search,returned
4497,2114,2023-11-06,Organic,completed
4498,528,2024-09-24,Email,completed
4499,2657,2024-06-26,Organic,completed
4500,3073,2023-10-05,Social,returned
4501,2514,2024-04-26,Social,completed
4502,2236,2024-11-19,Referral,completed
4503,1370,2023-08-30,Organic,completed
4504,2576,2024-08-21,Paid Search,completed
4505,3606,2024-10-12,Email,completed
4506,2908,2024-08-12,Paid Search,completed
4507,101,2024-12-09,Referral,returned
4508,2046,2024-07-18,Organic,completed
4509,2970,2024-06-20,Paid Search,completed
4510,2021,2024-03-07,Email,completed
4511,2385,2024-02-20,Paid Search,returned
4512,3654,2024-06-16,Organic,completed
4513,3498,2024-08-07,Organic,completed
4514,331,2024-07-30,Email,completed
4515,2054,2024-03-23,Organic,completed
4516,2511,2024-04-19,Organic,completed
4517,3406,2024-12-27,Paid Search,completed
4518,1066,2024-08-31,Referral,completed
4519,582,2024-11-11,Social,completed
4520,2409,2024-10-10,Paid Search,completed
4521,1872,2024-11-12,Referral,completed
4522,1039,2024-09-11,Organic,returned
4523,3769,2024-12-06,Organic,completed
4524,1274,2024-09-29,Paid Search,completed
4525,224,2024-06-17,Social,completed
4526,239,2024-07-19,Email,completed
4527,822,2024-02-11,Social,completed
4528,475,2024-07-14,Social,completed
4529,1550,2024-09-10,Social,completed
4530,327,2024-12-14,Organic,completed
4531,2257,2024-10-27,Email,completed
4532,1610,2023-11-08,Social,completed
4533,2412,2024-08-12,Paid Search,completed
4534,3960,2024-12-27,Social,completed
4535,3967,2023-11-27,Organic,completed
4536,1647,2023-05-22,Social,completed
4537,1448,2024-10-22,Organic,completed
4538,2733,2023-06-02,Paid Search,completed
4539,1452,2024-10-09,Email,completed
4540,3116,2024-05-07,Organic,completed
4541,2425,2023-12-04,Paid Search,completed
4542,815,2024-11-29,Social,completed
4543,1637,2024-02-04,Social,returned
4544,3454,2024-04-12,Organic,completed
4545,2228,2023-05-22,Paid Search,completed
4546,2851,2023-11-15,Organic,completed
4547,2851,2024-02-13,Email,completed
4548,1930,2024-08-11,Email,completed
4549,1185,2023-08-12,Paid Search,completed
4550,2405,2024-02-18,Referral,completed
4551,458,2024-04-15,Organic,completed
4552,2410,2024-12-04,Social,completed
4553,421,2023-12-27,Organic,completed
4554,3616,2024-11-30,Paid Search,completed
4555,2994,2024-11-30,Organic,completed
4556,745,2024-01-23,Organic,cancelled
4557,3137,2024-01-18,Paid Search,completed
4558,2928,2024-09-18,Social,completed
4559,2939,2023-12-04,Paid Search,completed
4560,1343,2024-09-22,Referral,returned
4561,2106,2024-12-25,Email,completed
4562,2365,2024-07-13,Organic,completed
4563,1486,2023-12-21,Organic,completed
4564,2256,2023-07-09,Referral,completed
4565,984,2024-06-04,Paid Search,completed
4566,3504,2023-11-24,Referral,completed
4567,3840,2024-11-13,Organic,completed
4568,1310,2024-05-30,Referral,completed
4569,1369,2024-08-02,Social,completed
4570,874,2024-07-13,Paid Search,completed
4571,3459,2023-07-19,Organic,completed
4572,676,2024-07-07,Paid Search,returned
4573,3196,2024-10-18,Social,completed
4574,3338,2024-04-30,Organic,completed
4575,1267,2024-08-09,Email,completed
4576,3111,2023-12-04,Email,completed
4577,1805,2024-06-03,Social,completed
4578,1390,2024-12-13,Paid Search,completed
4579,3589,2024-08-23,Referral,completed
4580,1808,2023-10-30,Paid Search,completed
4581,224,2024-08-09,Social,completed
4582,2555,2024-12-23,Paid Search,completed
4583,2650,2024-06-04,Paid Search,completed
4584,2556,2024-08-17,Referral,completed
4585,1419,2024-08-10,Organic,completed
4586,2725,2023-07-15,Social,completed
4587,1169,2024-12-16,Organic,completed
4588,1856,2024-07-25,Social,returned
4589,877,2023-11-07,Email,completed
4590,2475,2023-08-30,Paid Search,completed
4591,3245,2023-08-24,Paid Search,completed
4592,403,2024-11-03,Paid Search,completed
4593,114,2024-09-26,Paid Search,completed
4594,3064,2024-09-12,Paid Search,completed
4595,1295,2024-03-18,Organic,completed
4596,1299,2024-10-15,Social,completed
4597,2270,2024-10-27,Email,completed
4598,1947,2024-09-08,Social,completed
4599,496,2024-04-25,Social,completed
4600,3061,2023-07-16,Paid Search,completed
4601,729,2024-11-08,Paid Search,completed
4602,3311,2023-07-21,Email,completed
4603,3075,2024-11-19,Organic,completed
4604,691,2023-12-27,Paid Search,completed
4605,3053,2024-01-07,Paid Search,completed
4606,2664,2024-01-15,Social,completed
4607,3934,2024-12-26,Social,completed
4608,2862,2024-07-06,Organic,completed
4609,1532,2024-08-25,Organic,completed
4610,2504,2024-11-12,Organic,completed
4611,2666,2024-08-02,Social,completed
4612,2999,2024-12-10,Social,completed
4613,1873,2024-10-30,Organic,completed
4614,3317,2024-08-04,Social,completed
4615,1154,2023-09-07,Email,completed
4616,3853,2024-11-30,Organic,completed
4617,1246,2024-05-16,Organic,completed
4618,152,2024-03-27,Organic,completed
4619,816,2024-10-06,Social,completed
4620,3712,2023-08-27,Email,completed
4621,3161,2024-03-15,Organic,returned
4622,1749,2024-09-22,Email,completed
4623,3627,2024-08-10,Paid Search,returned
4624,996,2024-04-18,Email,completed
4625,948,2024-07-31,Email,completed
4626,535,2024-12-03,Social,completed
4627,1760,2023-12-23,Organic,completed
4628,2068,2023-12-04,Organic,completed
4629,601,2023-11-07,Organic,completed
4630,466,2024-12-05,Paid Search,completed
4631,1534,2024-04-11,Email,completed
4632,944,2024-03-05,Social,completed
4633,2311,2024-12-11,Paid Search,returned
4634,2110,2024-06-30,Organic,returned
4635,672,2024-02-20,Organic,completed
4636,52,2024-12-12,Referral,completed
4637,2600,2023-06-01,Social,completed
4638,3100,2024-02-10,Referral,completed
4639,1953,2023-08-18,Paid Search,completed
4640,2316,2024-06-28,Organic,completed
4641,3846,2023-10-23,Email,completed
4642,3084,2024-11-16,Referral,completed
4643,1335,2024-08-17,Paid Search,completed
4644,3400,2024-04-02,Organic,completed
4645,2206,2024-11-17,Social,completed
4646,2100,2024-08-24,Email,completed
4647,2778,2024-03-05,Email,completed
4648,1705,2024-06-22,Email,completed
4649,3532,2024-06-16,Referral,completed
4650,691,2024-03-13,Paid Search,completed
4651,1669,2024-11-25,Social,completed
4652,264,2023-06-08,Social,completed
4653,2834,2024-06-24,Paid Search,completed
4654,1084,2024-08-31,Email,completed
4655,1685,2024-12-11,Organic,completed
4656,3558,2024-02-24,Social,completed
4657,765,2023-09-12,Paid Search,cancelled
4658,9,2024-10-20,Organic,completed
4659,2326,2024-12-13,Organic,completed
4660,1742,2024-10-29,Organic,completed
4661,222,2024-05-28,Organic,completed
4662,1187,2023-11-13,Social,completed
4663,965,2024-12-08,Paid Search,completed
4664,1050,2024-08-23,Email,completed
4665,3160,2024-09-06,Referral,completed
4666,1228,2024-11-16,Organic,returned
4667,1957,2024-12-16,Paid Search,completed
4668,1066,2023-06-27,Organic,completed
4669,3797,2023-09-25,Social,completed
4670,3105,2023-08-08,Email,completed
4671,1674,2024-11-19,Organic,completed
4672,2932,2024-02-28,Email,completed
4673,1261,2024-07-08,Organic,completed
4674,335,2024-06-13,Social,returned
4675,1710,2024-05-12,Email,completed
4676,2270,2024-03-24,Referral,completed
4677,1393,2024-12-09,Paid Search,completed
4678,1579,2024-04-01,Organic,completed
4679,2873,2024-10-06,Paid Search,completed
4680,3596,2023-06-15,Paid Search,cancelled
4681,3590,2024-01-27,Social,returned
4682,2317,2024-05-31,Social,completed
4683,2536,2024-01-15,Organic,completed
4684,2147,2024-07-26,Organic,completed
4685,1465,2023-09-16,Referral,completed
4686,2976,2024-04-29,Paid Search,completed
4687,454,2024-03-02,Social,completed
4688,3590,2024-12-22,Organic,completed
4689,1142,2023-08-10,Organic,completed
4690,882,2024-09-21,Paid Search,completed
4691,1100,2024-10-17,Paid Search,completed
