order_id,order_date,region,segment,category,sub_category,quantity,discount,sales,profit
ORD-009110,2022-12-30,South,Consumer,Technology,Laptops,3,0.2,269.45,1.12
ORD-007501,2022-12-30,North,Home Office,Furniture,Bookcases,4,0.2,464.12,-29.49
ORD-001760,2022-12-31,East,Consumer,Technology,Accessories,5,0.0,490.26,75.76
ORD-009917,2022-12-31,West,Corporate,Technology,Laptops,4,0.1,312.82,43.9
ORD-007483,2022-12-31,North,Consumer,Technology,Networking,1,0.2,569.74,30.31
ORD-006520,2022-12-31,West,Corporate,Furniture,Tables,4,0.0,323.66,12.74
ORD-005870,2022-12-31,West,Consumer,Technology,Networking,5,0.0,1181.48,187.37
ORD-003697,2022-12-31,South,Home Office,Office Supplies,Art,3,0.15,36.0,3.4
ORD-002685,2022-12-31,Central,Home Office,Office Supplies,Binders,5,0.0,45.42,9.35
ORD-007027,2022-12-31,North,Home Office,Furniture,Bookcases,2,0.1,319.89,-4.63
ORD-006589,2022-12-31,South,Consumer,Office Supplies,Paper,3,0.0,40.6,11.4
ORD-009520,2022-12-31,North,Consumer,Technology,Accessories,1,0.0,878.67,147.95
ORD-010706,2022-12-31,Central,Consumer,Office Supplies,Storage,4,0.3,37.53,-12.56
ORD-001968,2022-12-31,North,Consumer,Office Supplies,Labels,1,0.0,33.62,13.87
ORD-003214,2023-01-01,East,Consumer,Technology,Networking,4,0.0,207.07,31.25
ORD-010396,2023-01-01,West,Consumer,Office Supplies,Labels,3,0.0,61.55,17.01
ORD-006005,2023-01-01,West,Home Office,Technology,Phones,5,0.0,66.51,20.08
ORD-006752,2023-01-01,West,Corporate,Technology,Networking,1,0.3,570.58,-16.18
ORD-002212,2023-01-01,East,Corporate,Office Supplies,Labels,2,0.0,11.71,-2.33
ORD-003213,2023-01-01,Central,Consumer,Furniture,Chairs,3,0.0,281.7,3.48
ORD-002840,2023-01-01,West,Home Office,Office Supplies,Storage,4,0.2,3.08,-3.08
ORD-005605,2023-01-01,West,Consumer,Office Supplies,Binders,2,0.15,87.56,1.06
ORD-010966,2023-01-01,North,Corporate,Technology,Laptops,5,0.0,406.49,61.21
ORD-002781,2023-01-01,East,Consumer,Office Supplies,Binders,4,0.0,70.41,-0.3
ORD-010772,2023-01-01,South,Consumer,Office Supplies,Binders,2,0.0,29.33,-18.74
ORD-004954,2023-01-01,North,Home Office,Office Supplies,Storage,2,0.0,38.81,6.64
ORD-011020,2023-01-01,South,Consumer,Office Supplies,Storage,4,0.1,56.88,9.59
ORD-003377,2023-01-01,West,Corporate,Technology,Laptops,5,0.0,597.79,93.19
ORD-000761,2023-01-01,South,Consumer,Technology,Networking,5,0.0,554.46,93.32
ORD-005758,2023-01-01,East,Consumer,Office Supplies,Labels,1,0.2,140.57,-0.92
ORD-001200,2023-01-01,North,Home Office,Office Supplies,Art,5,0.0,34.24,8.56
ORD-006397,2023-01-01,South,Corporate,Office Supplies,Labels,1,0.0,15.05,-17.6
ORD-000836,2023-01-02,West,Consumer,Technology,Accessories,4,0.0,429.41,71.11
ORD-011129,2023-01-02,East,Home Office,Office Supplies,Binders,2,0.0,9.1,-22.63
ORD-011460,2023-01-02,North,Consumer,Technology,Accessories,2,0.1,448.51,48.22
ORD-004446,2023-01-02,North,Consumer,Office Supplies,Labels,4,0.0,15.38,1.12
ORD-011874,2023-01-02,South,Consumer,Furniture,Bookcases,3,0.0,226.2,3.93
ORD-010104,2023-01-02,South,Corporate,Furniture,Chairs,1,0.2,127.42,-16.65
ORD-001643,2023-01-02,Central,Corporate,Office Supplies,Art,1,0.1,41.81,-0.58
ORD-003777,2023-01-02,North,Consumer,Technology,Accessories,1,0.0,259.35,36.48
ORD-004484,2023-01-02,East,Consumer,Office Supplies,Paper,5,0.0,19.9,-0.04
ORD-007087,2023-01-03,West,Corporate,Office Supplies,Binders,5,0.15,49.1,6.92
ORD-000760,2023-01-03,Central,Corporate,Technology,Accessories,1,0.1,270.28,12.93
ORD-003730,2023-01-03,East,Corporate,Technology,Phones,1,0.2,477.45,2.62
ORD-003814,2023-01-03,North,Consumer,Office Supplies,Paper,1,0.0,40.9,6.6
ORD-011533,2023-01-03,Central,Consumer,Office Supplies,Art,1,0.0,62.73,4.05
ORD-002637,2023-01-03,South,Home Office,Technology,Accessories,5,0.3,28.16,-3.1
ORD-003704,2023-01-03,South,Consumer,Furniture,Chairs,3,0.2,274.4,-17.75
ORD-000630,2023-01-04,Central,Home Office,Office Supplies,Binders,4,0.0,31.48,1.91
ORD-004331,2023-01-04,South,Consumer,Office Supplies,Labels,1,0.0,57.26,16.95
ORD-011329,2023-01-04,North,Home Office,Office Supplies,Binders,5,0.1,15.5,2.43
ORD-009656,2023-01-04,West,Home Office,Technology,Laptops,4,0.3,245.88,4.42
ORD-002087,2023-01-04,East,Home Office,Furniture,Tables,4,0.1,227.38,-17.0
ORD-007978,2023-01-04,West,Consumer,Office Supplies,Paper,5,0.2,13.99,-5.75
ORD-005325,2023-01-04,East,Corporate,Office Supplies,Paper,4,0.0,31.02,6.53
ORD-000684,2023-01-04,West,Home Office,Technology,Accessories,2,0.0,392.01,61.89
ORD-002920,2023-01-04,East,Consumer,Technology,Accessories,5,0.1,460.75,47.27
ORD-001053,2023-01-04,North,Corporate,Office Supplies,Paper,2,0.0,26.12,4.04
ORD-002884,2023-01-04,South,Consumer,Furniture,Tables,2,0.0,289.05,15.31
ORD-006698,2023-01-04,East,Consumer,Technology,Networking,2,0.15,167.27,-1.39
ORD-005771,2023-01-04,North,Consumer,Office Supplies,Storage,4,0.2,22.2,8.92
ORD-000938,2023-01-04,North,Corporate,Office Supplies,Labels,1,0.0,61.49,11.64
ORD-005538,2023-01-04,North,Home Office,Technology,Networking,4,0.0,321.65,45.36
ORD-007033,2023-01-04,West,Consumer,Office Supplies,Paper,4,0.2,13.59,-3.75
ORD-005110,2023-01-04,West,Consumer,Office Supplies,Art,2,0.1,8.09,0.53
ORD-008605,2023-01-04,North,Consumer,Office Supplies,Binders,2,0.0,14.89,5.95
ORD-009041,2023-01-04,North,Consumer,Furniture,Furnishings,3,0.1,62.73,-13.42
ORD-002359,2023-01-04,North,Corporate,Office Supplies,Binders,2,0.15,145.28,-2.17
ORD-006342,2023-01-05,East,Corporate,Office Supplies,Labels,2,0.0,28.91,-12.71
ORD-005620,2023-01-05,East,Home Office,Office Supplies,Art,2,0.3,59.5,-10.69
ORD-001151,2023-01-05,South,Corporate,Technology,Phones,3,0.15,961.87,53.08
ORD-004964,2023-01-05,North,Consumer,Technology,Networking,4,0.0,233.88,27.62
ORD-004995,2023-01-05,South,Corporate,Technology,Networking,5,0.0,177.86,33.01
ORD-009182,2023-01-05,Central,Home Office,Technology,Accessories,2,0.1,248.34,22.17
ORD-000534,2023-01-05,West,Corporate,Office Supplies,Labels,4,0.0,72.03,3.18
ORD-009339,2023-01-05,East,Home Office,Technology,Phones,4,0.0,60.88,14.4
ORD-004689,2023-01-05,South,Home Office,Technology,Phones,5,0.0,626.52,107.28
ORD-005719,2023-01-05,South,Home Office,Office Supplies,Binders,4,0.2,36.28,-8.76
ORD-000953,2023-01-05,East,Corporate,Furniture,Bookcases,4,0.15,255.73,-24.39
ORD-003200,2023-01-05,South,Consumer,Technology,Phones,4,0.0,140.95,32.86
ORD-006235,2023-01-05,East,Consumer,Technology,Accessories,5,0.3,641.77,-11.75
ORD-001491,2023-01-05,East,Consumer,Technology,Accessories,1,0.0,703.57,113.33
ORD-004007,2023-01-05,West,Consumer,Office Supplies,Labels,2,0.0,14.35,-2.52
ORD-000652,2023-01-06,West,Corporate,Office Supplies,Binders,5,0.1,49.04,22.38
ORD-000994,2023-01-06,West,Corporate,Technology,Phones,1,0.15,388.95,34.3
ORD-000973,2023-01-06,East,Corporate,Technology,Accessories,4,0.1,264.35,19.29
ORD-000552,2023-01-06,North,Consumer,Technology,Accessories,3,0.1,24.01,3.51
ORD-005051,2023-01-06,West,Corporate,Furniture,Bookcases,4,0.0,367.75,13.19
ORD-011693,2023-01-06,West,Home Office,Office Supplies,Storage,3,0.0,8.73,3.4
ORD-001215,2023-01-06,North,Consumer,Office Supplies,Art,3,0.2,9.72,5.05
ORD-005879,2023-01-06,Central,Consumer,Office Supplies,Labels,5,0.0,22.5,2.83
ORD-001259,2023-01-06,South,Consumer,Office Supplies,Labels,4,0.0,19.61,1.34
ORD-001804,2023-01-06,East,Home Office,Furniture,Furnishings,2,0.2,136.67,1.46
ORD-006277,2023-01-06,West,Consumer,Technology,Laptops,3,0.3,184.43,-13.56
ORD-010089,2023-01-06,North,Home Office,Technology,Phones,1,0.0,627.03,105.01
ORD-006148,2023-01-06,Central,Consumer,Technology,Laptops,5,0.0,48.52,2.91
ORD-009381,2023-01-06,South,Corporate,Furniture,Furnishings,5,0.0,153.23,9.5
ORD-002991,2023-01-07,East,Consumer,Technology,Laptops,4,0.1,83.11,8.03
ORD-005635,2023-01-07,North,Consumer,Office Supplies,Art,2,0.0,46.9,12.05
ORD-001479,2023-01-07,West,Corporate,Furniture,Furnishings,4,0.0,82.09,16.11
ORD-011363,2023-01-07,North,Corporate,Office Supplies,Art,1,0.2,70.43,8.92
ORD-004713,2023-01-07,East,Corporate,Office Supplies,Binders,1,0.1,106.42,3.46
ORD-005943,2023-01-07,West,Consumer,Office Supplies,Art,5,0.2,99.49,9.89
ORD-005349,2023-01-07,East,Consumer,Office Supplies,Storage,1,0.15,28.91,-0.39
ORD-010150,2023-01-07,Central,Corporate,Furniture,Bookcases,1,0.0,234.01,1.6
ORD-001225,2023-01-07,Central,Consumer,Office Supplies,Paper,3,0.3,27.36,6.68
ORD-004178,2023-01-07,West,Consumer,Furniture,Chairs,2,0.0,301.94,5.89
ORD-007762,2023-01-07,East,Consumer,Office Supplies,Paper,2,0.3,80.77,9.0
ORD-005316,2023-01-07,South,Corporate,Technology,Phones,3,0.0,426.51,67.22
ORD-003630,2023-01-07,Central,Consumer,Office Supplies,Art,4,0.1,2.88,14.4
ORD-003705,2023-01-07,Central,Consumer,Office Supplies,Paper,2,0.3,33.33,-10.22
ORD-003229,2023-01-07,East,Corporate,Technology,Laptops,1,0.1,238.48,10.01
ORD-003335,2023-01-07,West,Corporate,Technology,Laptops,5,0.0,379.53,71.62
ORD-001205,2023-01-07,East,Consumer,Furniture,Chairs,3,0.0,286.22,7.13
ORD-011664,2023-01-07,South,Corporate,Office Supplies,Labels,5,0.15,59.79,4.29
ORD-008492,2023-01-07,South,Consumer,Technology,Networking,5,0.15,677.41,43.4
ORD-006778,2023-01-07,North,Consumer,Technology,Laptops,4,0.3,578.24,2.39
ORD-011549,2023-01-07,West,Home Office,Office Supplies,Labels,5,0.0,55.09,11.87
ORD-007721,2023-01-07,Central,Corporate,Technology,Laptops,2,0.0,71.21,19.54
ORD-004618,2023-01-07,North,Home Office,Technology,Accessories,5,0.0,415.96,61.34
ORD-002546,2023-01-07,East,Corporate,Technology,Laptops,3,0.0,334.62,52.03
ORD-003399,2023-01-08,South,Home Office,Office Supplies,Storage,3,0.1,46.69,17.32
ORD-009435,2023-01-08,South,Consumer,Office Supplies,Paper,2,0.2,69.03,6.48
ORD-009558,2023-01-08,West,Consumer,Office Supplies,Paper,2,0.0,69.77,4.96
ORD-005657,2023-01-08,East,Consumer,Furniture,Bookcases,3,0.1,142.17,4.36
ORD-002074,2023-01-08,South,Home Office,Office Supplies,Binders,4,0.2,56.92,2.77
ORD-011118,2023-01-08,West,Corporate,Office Supplies,Paper,1,0.1,27.93,3.26
ORD-009784,2023-01-08,East,Consumer,Office Supplies,Binders,4,0.1,39.39,6.73
ORD-003797,2023-01-08,West,Consumer,Technology,Networking,2,0.0,261.9,34.25
ORD-007264,2023-01-08,North,Home Office,Technology,Networking,4,0.1,214.96,26.7
ORD-011806,2023-01-08,West,Corporate,Technology,Networking,1,0.15,121.17,-0.83
ORD-005132,2023-01-08,West,Home Office,Office Supplies,Paper,1,0.2,13.91,-12.48
ORD-006661,2023-01-08,North,Consumer,Office Supplies,Labels,1,0.1,73.99,14.62
ORD-005939,2023-01-08,North,Home Office,Office Supplies,Art,1,0.15,21.14,1.79
ORD-010472,2023-01-08,East,Corporate,Office Supplies,Binders,1,0.1,27.59,5.18
ORD-005626,2023-01-08,West,Consumer,Technology,Phones,2,0.0,154.72,27.81
ORD-006313,2023-01-08,South,Corporate,Technology,Accessories,4,0.0,285.22,55.77
ORD-004896,2023-01-08,South,Corporate,Office Supplies,Art,3,0.2,76.15,-7.91
ORD-005606,2023-01-09,East,Home Office,Office Supplies,Storage,3,0.1,24.95,6.63
ORD-007555,2023-01-09,North,Consumer,Technology,Phones,3,0.0,394.78,60.78
ORD-000656,2023-01-09,South,Consumer,Technology,Networking,2,0.3,184.59,-6.39
ORD-004732,2023-01-09,West,Consumer,Office Supplies,Art,1,0.0,46.51,-0.14
ORD-005271,2023-01-09,North,Consumer,Office Supplies,Art,3,0.1,13.01,-2.76
ORD-002698,2023-01-09,Central,Consumer,Office Supplies,Storage,2,0.2,11.78,12.72
ORD-011997,2023-01-09,East,Consumer,Office Supplies,Paper,2,0.3,31.62,-4.31
ORD-008651,2023-01-09,West,Consumer,Furniture,Bookcases,1,0.15,570.17,-27.88
ORD-002928,2023-01-09,South,Consumer,Technology,Phones,1,0.0,210.54,39.38
ORD-005938,2023-01-09,North,Home Office,Furniture,Chairs,3,0.15,114.09,-6.14
ORD-003324,2023-01-10,East,Consumer,Office Supplies,Binders,1,0.2,35.3,7.32
ORD-011568,2023-01-10,Central,Corporate,Technology,Phones,1,0.15,492.93,37.86
ORD-008729,2023-01-10,Central,Consumer,Furniture,Chairs,2,0.15,482.21,-19.05
ORD-006877,2023-01-10,Central,Corporate,Office Supplies,Binders,1,0.15,5.61,7.57
ORD-002839,2023-01-10,West,Home Office,Office Supplies,Labels,3,0.3,64.23,-5.97
ORD-011211,2023-01-10,South,Home Office,Office Supplies,Art,4,0.0,24.15,0.25
ORD-001480,2023-01-10,Central,Consumer,Office Supplies,Storage,5,0.0,19.62,6.44
ORD-010819,2023-01-10,West,Consumer,Office Supplies,Art,3,0.3,18.04,1.94
ORD-008221,2023-01-10,East,Corporate,Office Supplies,Paper,2,0.0,30.16,-1.29
ORD-007739,2023-01-10,South,Consumer,Office Supplies,Binders,3,0.0,22.01,3.88
ORD-011647,2023-01-10,South,Corporate,Furniture,Bookcases,5,0.3,223.69,-25.18
ORD-002911,2023-01-10,East,Corporate,Office Supplies,Paper,2,0.0,7.2,7.57
ORD-010756,2023-01-10,East,Home Office,Office Supplies,Art,4,0.0,48.06,0.2
ORD-011346,2023-01-10,East,Consumer,Office Supplies,Storage,1,0.2,12.35,-5.27
ORD-004187,2023-01-10,Central,Consumer,Office Supplies,Paper,5,0.1,61.49,13.55
ORD-007679,2023-01-11,South,Home Office,Office Supplies,Art,4,0.15,16.78,6.84
ORD-009789,2023-01-11,North,Home Office,Office Supplies,Art,4,0.0,41.61,18.04
ORD-007118,2023-01-11,East,Consumer,Technology,Networking,2,0.2,238.24,15.64
ORD-009194,2023-01-11,Central,Consumer,Technology,Phones,3,0.0,364.54,56.14
ORD-004411,2023-01-11,West,Home Office,Technology,Accessories,5,0.1,553.43,43.52
ORD-000488,2023-01-11,South,Consumer,Office Supplies,Binders,3,0.15,85.31,-7.94
ORD-011667,2023-01-11,West,Consumer,Office Supplies,Labels,4,0.0,55.41,8.67
ORD-010590,2023-01-11,South,Corporate,Furniture,Chairs,2,0.0,133.87,3.52
ORD-010318,2023-01-11,West,Consumer,Office Supplies,Art,3,0.2,27.21,-4.1
ORD-006894,2023-01-11,Central,Consumer,Technology,Networking,5,0.0,175.9,21.7
ORD-008565,2023-01-11,South,Corporate,Office Supplies,Labels,3,0.15,6.45,-9.5
ORD-006558,2023-01-11,North,Home Office,Technology,Networking,4,0.2,539.75,16.17
ORD-010052,2023-01-11,North,Consumer,Technology,Networking,4,0.1,328.34,54.88
ORD-008527,2023-01-11,West,Corporate,Technology,Networking,3,0.0,268.64,39.43
ORD-008528,2023-01-11,West,Home Office,Furniture,Bookcases,4,0.0,94.71,-5.2
ORD-005432,2023-01-11,West,Corporate,Office Supplies,Storage,1,0.1,25.78,-3.85
ORD-010166,2023-01-11,South,Consumer,Technology,Phones,4,0.0,121.26,14.03
ORD-000410,2023-01-11,East,Home Office,Furniture,Furnishings,4,0.0,81.73,7.31
ORD-010826,2023-01-11,North,Consumer,Technology,Phones,3,0.1,103.81,3.59
ORD-004470,2023-01-11,South,Corporate,Technology,Accessories,5,0.1,228.62,19.77
ORD-004497,2023-01-12,South,Consumer,Furniture,Bookcases,5,0.0,78.16,7.46
ORD-004733,2023-01-12,South,Home Office,Technology,Networking,4,0.15,787.7,49.14
ORD-001103,2023-01-12,West,Consumer,Technology,Accessories,5,0.15,170.88,17.52
ORD-003372,2023-01-12,West,Corporate,Technology,Phones,4,0.1,17.57,9.61
ORD-002007,2023-01-12,South,Corporate,Technology,Laptops,3,0.1,145.66,16.69
ORD-004353,2023-01-12,West,Consumer,Furniture,Bookcases,5,0.0,211.47,5.79
ORD-001280,2023-01-12,South,Consumer,Office Supplies,Labels,3,0.0,28.07,5.01
ORD-006275,2023-01-12,East,Consumer,Office Supplies,Art,5,0.3,42.85,-20.74
ORD-005376,2023-01-12,West,Corporate,Technology,Networking,3,0.3,704.66,-15.68
ORD-009888,2023-01-12,Central,Home Office,Office Supplies,Storage,2,0.2,23.4,-4.86
ORD-006943,2023-01-12,North,Home Office,Office Supplies,Storage,5,0.0,48.83,9.94
ORD-011838,2023-01-12,West,Consumer,Furniture,Furnishings,3,0.2,154.02,-26.84
ORD-003917,2023-01-12,South,Corporate,Furniture,Tables,1,0.0,365.07,7.09
ORD-011320,2023-01-12,East,Consumer,Technology,Laptops,2,0.1,648.91,75.97
ORD-000214,2023-01-12,South,Corporate,Technology,Phones,1,0.1,492.06,50.96
ORD-008008,2023-01-13,Central,Corporate,Office Supplies,Labels,3,0.0,7.41,-21.56
ORD-008700,2023-01-13,North,Consumer,Office Supplies,Storage,4,0.15,130.92,-2.51
ORD-003283,2023-01-13,South,Consumer,Office Supplies,Paper,1,0.15,38.31,3.28
ORD-002794,2023-01-13,East,Corporate,Furniture,Bookcases,3,0.0,145.47,2.93
ORD-008606,2023-01-13,Central,Corporate,Technology,Laptops,3,0.0,120.68,11.77
ORD-008818,2023-01-13,West,Consumer,Furniture,Tables,4,0.1,259.83,-5.79
ORD-008276,2023-01-13,North,Consumer,Technology,Laptops,1,0.0,302.1,45.77
ORD-002435,2023-01-13,South,Home Office,Technology,Phones,4,0.1,670.91,75.8
ORD-006091,2023-01-14,West,Corporate,Furniture,Furnishings,4,0.0,533.87,32.08
ORD-004802,2023-01-14,South,Corporate,Office Supplies,Art,5,0.0,83.6,2.55
ORD-000980,2023-01-14,North,Home Office,Furniture,Bookcases,3,0.15,93.36,2.01
ORD-007467,2023-01-14,Central,Consumer,Office Supplies,Art,4,0.15,30.84,9.85
ORD-007527,2023-01-14,West,Consumer,Technology,Phones,2,0.0,114.37,15.22
ORD-006658,2023-01-14,South,Home Office,Furniture,Tables,1,0.15,77.21,-3.69
ORD-011018,2023-01-14,West,Home Office,Office Supplies,Paper,1,0.15,12.38,-0.69
ORD-001796,2023-01-14,Central,Consumer,Technology,Networking,5,0.1,630.7,58.01
ORD-005203,2023-01-14,South,Home Office,Technology,Laptops,4,0.1,1221.33,131.24
ORD-010281,2023-01-14,West,Consumer,Furniture,Tables,5,0.1,356.62,-7.31
ORD-005643,2023-01-14,North,Corporate,Technology,Laptops,5,0.0,121.84,22.62
ORD-000738,2023-01-14,North,Consumer,Office Supplies,Paper,4,0.1,39.3,23.93
ORD-007230,2023-01-14,South,Corporate,Technology,Networking,5,0.15,715.45,63.2
ORD-007596,2023-01-14,North,Corporate,Technology,Phones,1,0.0,620.2,99.37
ORD-004172,2023-01-14,Central,Corporate,Office Supplies,Art,5,0.0,44.2,12.46
ORD-010069,2023-01-14,South,Home Office,Office Supplies,Binders,1,0.0,26.57,0.02
ORD-006755,2023-01-15,Central,Home Office,Furniture,Furnishings,3,0.0,402.21,15.31
ORD-001054,2023-01-15,South,Consumer,Furniture,Bookcases,3,0.0,768.0,31.69
ORD-007462,2023-01-15,West,Home Office,Furniture,Chairs,4,0.1,255.83,5.45
ORD-010130,2023-01-15,North,Home Office,Technology,Laptops,3,0.2,343.58,13.86
ORD-008911,2023-01-15,West,Corporate,Technology,Accessories,1,0.0,567.06,104.26
ORD-005141,2023-01-15,South,Corporate,Office Supplies,Art,1,0.15,18.23,10.78
ORD-007377,2023-01-15,Central,Corporate,Office Supplies,Labels,1,0.1,89.06,11.3
ORD-010076,2023-01-15,Central,Corporate,Technology,Networking,4,0.2,131.27,3.84
ORD-000574,2023-01-15,West,Consumer,Technology,Accessories,1,0.0,204.08,43.54
ORD-006642,2023-01-15,South,Consumer,Office Supplies,Art,5,0.0,21.89,6.36
ORD-008281,2023-01-15,South,Consumer,Technology,Laptops,1,0.2,114.68,8.28
ORD-009071,2023-01-15,West,Corporate,Technology,Laptops,4,0.0,466.5,82.97
ORD-000394,2023-01-15,North,Corporate,Office Supplies,Storage,3,0.0,32.25,-0.35
ORD-001494,2023-01-15,North,Corporate,Technology,Laptops,4,0.2,263.75,12.07
ORD-004463,2023-01-15,North,Consumer,Office Supplies,Labels,4,0.15,6.44,10.95
ORD-008254,2023-01-15,North,Consumer,Office Supplies,Binders,5,0.3,24.89,-1.58
ORD-003856,2023-01-16,East,Consumer,Furniture,Tables,1,0.1,87.61,-9.2
ORD-005614,2023-01-16,South,Corporate,Office Supplies,Labels,4,0.1,10.6,19.95
ORD-008141,2023-01-16,North,Corporate,Technology,Laptops,1,0.15,616.19,63.65
ORD-010149,2023-01-16,West,Consumer,Technology,Laptops,3,0.0,136.13,12.4
ORD-000078,2023-01-16,West,Corporate,Furniture,Bookcases,5,0.15,63.18,4.49
ORD-007205,2023-01-16,South,Consumer,Office Supplies,Paper,1,0.15,30.22,-3.2
ORD-009373,2023-01-16,North,Home Office,Office Supplies,Storage,2,0.1,74.93,1.1
ORD-004177,2023-01-16,South,Consumer,Technology,Networking,2,0.2,231.09,7.34
ORD-011843,2023-01-16,West,Consumer,Technology,Laptops,1,0.1,144.92,20.26
ORD-004663,2023-01-16,South,Consumer,Furniture,Bookcases,1,0.1,227.63,-2.2
ORD-008640,2023-01-16,West,Consumer,Furniture,Chairs,3,0.0,439.98,18.04
ORD-002582,2023-01-16,East,Consumer,Office Supplies,Art,2,0.0,11.86,6.68
ORD-011149,2023-01-16,West,Consumer,Furniture,Furnishings,3,0.3,74.72,-4.9
ORD-011122,2023-01-17,North,Corporate,Furniture,Tables,1,0.0,231.4,1.42
ORD-011132,2023-01-17,North,Consumer,Technology,Phones,5,0.0,283.01,47.62
ORD-002659,2023-01-17,North,Corporate,Furniture,Tables,5,0.2,117.56,-12.6
ORD-002896,2023-01-17,South,Home Office,Technology,Accessories,1,0.15,83.54,4.94
ORD-005434,2023-01-17,West,Home Office,Office Supplies,Labels,5,0.3,123.94,10.74
ORD-011066,2023-01-17,West,Corporate,Office Supplies,Art,2,0.1,53.89,7.08
ORD-003158,2023-01-17,East,Consumer,Furniture,Chairs,3,0.15,147.57,-15.38
ORD-004049,2023-01-17,Central,Home Office,Office Supplies,Storage,5,0.1,128.14,6.45
ORD-000529,2023-01-17,East,Consumer,Furniture,Bookcases,4,0.15,839.43,-56.82
ORD-006605,2023-01-17,South,Consumer,Office Supplies,Storage,1,0.3,92.81,-16.89
ORD-008810,2023-01-17,South,Corporate,Office Supplies,Labels,3,0.0,46.93,-0.22
ORD-010727,2023-01-17,West,Corporate,Technology,Laptops,5,0.0,116.33,15.83
ORD-001040,2023-01-17,North,Corporate,Technology,Networking,2,0.0,154.03,24.9
ORD-005262,2023-01-17,North,Corporate,Office Supplies,Binders,5,0.0,55.93,8.11
ORD-001138,2023-01-17,South,Consumer,Technology,Phones,3,0.0,503.94,76.63
ORD-008619,2023-01-17,South,Corporate,Furniture,Chairs,1,0.0,298.45,15.98
ORD-004816,2023-01-17,North,Consumer,Office Supplies,Labels,3,0.0,50.39,4.87
ORD-011571,2023-01-17,Central,Corporate,Technology,Accessories,2,0.0,467.97,59.86
ORD-009714,2023-01-18,Central,Consumer,Technology,Phones,5,0.3,355.3,0.57
ORD-002970,2023-01-18,Central,Consumer,Office Supplies,Storage,4,0.1,33.58,3.78
ORD-008212,2023-01-18,South,Consumer,Furniture,Furnishings,4,0.15,240.58,-15.68
ORD-002720,2023-01-18,West,Consumer,Furniture,Furnishings,4,0.3,192.23,-11.38
ORD-009845,2023-01-18,West,Home Office,Office Supplies,Binders,5,0.0,25.38,3.29
ORD-003047,2023-01-18,West,Corporate,Office Supplies,Storage,5,0.15,15.5,8.32
ORD-000772,2023-01-18,Central,Consumer,Technology,Accessories,5,0.1,325.27,24.53
ORD-002511,2023-01-19,South,Consumer,Office Supplies,Paper,2,0.0,82.18,0.29
ORD-003570,2023-01-19,North,Consumer,Office Supplies,Art,4,0.15,17.04,-3.49
ORD-000733,2023-01-19,Central,Consumer,Furniture,Bookcases,1,0.0,96.91,7.69
ORD-004971,2023-01-19,North,Home Office,Technology,Phones,3,0.15,553.82,45.14
ORD-008483,2023-01-19,West,Consumer,Technology,Phones,4,0.3,559.27,1.83
ORD-008293,2023-01-19,North,Consumer,Office Supplies,Binders,1,0.0,35.93,3.36
ORD-011283,2023-01-19,Central,Corporate,Office Supplies,Labels,1,0.15,9.19,-1.41
ORD-006592,2023-01-19,North,Corporate,Office Supplies,Paper,4,0.2,39.71,8.79
ORD-000093,2023-01-19,Central,Consumer,Technology,Phones,2,0.1,454.14,45.99
ORD-000934,2023-01-19,South,Consumer,Technology,Accessories,4,0.1,401.47,40.07
ORD-004460,2023-01-19,West,Consumer,Office Supplies,Storage,4,0.0,124.0,15.45
ORD-004467,2023-01-20,East,Consumer,Office Supplies,Art,2,0.0,33.25,-2.43
ORD-009801,2023-01-20,South,Corporate,Office Supplies,Binders,2,0.0,40.09,-0.88
ORD-011602,2023-01-20,North,Corporate,Technology,Laptops,1,0.2,66.33,8.88
ORD-009562,2023-01-20,Central,Home Office,Office Supplies,Binders,1,0.0,48.78,2.86
ORD-001490,2023-01-20,West,Home Office,Furniture,Chairs,4,0.0,281.97,6.37
ORD-000924,2023-01-20,East,Corporate,Office Supplies,Paper,3,0.0,43.33,-6.99
ORD-011837,2023-01-20,East,Home Office,Office Supplies,Binders,4,0.0,26.72,8.51
ORD-007521,2023-01-20,West,Consumer,Furniture,Bookcases,3,0.1,156.85,-8.74
ORD-000890,2023-01-20,South,Consumer,Office Supplies,Paper,4,0.2,7.19,-11.5
ORD-002344,2023-01-20,North,Corporate,Furniture,Chairs,4,0.15,310.51,-24.25
ORD-004814,2023-01-20,North,Consumer,Furniture,Furnishings,1,0.0,133.66,8.17
ORD-000350,2023-01-20,West,Consumer,Furniture,Furnishings,1,0.0,23.99,-0.77
ORD-004025,2023-01-20,West,Corporate,Technology,Networking,2,0.15,350.89,19.91
ORD-002657,2023-01-20,East,Corporate,Office Supplies,Binders,5,0.0,125.48,21.79
ORD-003953,2023-01-20,South,Corporate,Office Supplies,Binders,4,0.15,20.91,8.29
ORD-005702,2023-01-20,South,Home Office,Technology,Networking,5,0.0,439.84,71.58
ORD-005815,2023-01-20,North,Corporate,Office Supplies,Binders,1,0.15,25.2,16.97
ORD-003870,2023-01-20,East,Corporate,Technology,Laptops,4,0.15,82.24,17.11
ORD-008913,2023-01-21,Central,Consumer,Office Supplies,Binders,4,0.1,31.03,-9.47
ORD-002767,2023-01-21,South,Consumer,Technology,Accessories,1,0.0,517.33,86.97
ORD-002460,2023-01-21,East,Consumer,Office Supplies,Binders,2,0.0,40.69,7.76
